"","Site_Name","Date","spec_Site_Name","Latitude","Longitude","State Name","Aluminum PM2.5 LC","Calcium PM2.5 LC","EC CSN_Rev Unadjusted PM2.5 LC TOR","EC PM2.5 LC TOR","Iron PM2.5 LC","OC PM2.5 LC TOR","Silicon PM2.5 LC","Sulfate PM2.5 LC","Titanium PM2.5 LC","Total Nitrate PM2.5 LC","Dust","Day_of_Year_mean","AOD_Coincident_Input[440nm]_mean","AOD_Coincident_Input[675nm]_mean","AOD_Coincident_Input[870nm]_mean","AOD_Coincident_Input[1020nm]_mean","Angstrom_Exponent_440-870nm_from_Coincident_Input_AOD_mean","AOD_Extinction-Total[440nm]_mean","AOD_Extinction-Total[675nm]_mean","AOD_Extinction-Total[870nm]_mean","AOD_Extinction-Total[1020nm]_mean","AOD_Extinction-Fine[440nm]_mean","AOD_Extinction-Fine[675nm]_mean","AOD_Extinction-Fine[870nm]_mean","AOD_Extinction-Fine[1020nm]_mean","AOD_Extinction-Coarse[440nm]_mean","AOD_Extinction-Coarse[675nm]_mean","AOD_Extinction-Coarse[870nm]_mean","AOD_Extinction-Coarse[1020nm]_mean","Extinction_Angstrom_Exponent_440-870nm-Total_mean","Single_Scattering_Albedo[440nm]_mean","Single_Scattering_Albedo[675nm]_mean","Single_Scattering_Albedo[870nm]_mean","Single_Scattering_Albedo[1020nm]_mean","Absorption_AOD[440nm]_mean","Absorption_AOD[675nm]_mean","Absorption_AOD[870nm]_mean","Absorption_AOD[1020nm]_mean","Absorption_Angstrom_Exponent_440-870nm_mean","Refractive_Index-Real_Part[440nm]_mean","Refractive_Index-Real_Part[675nm]_mean","Refractive_Index-Real_Part[870nm]_mean","Refractive_Index-Real_Part[1020nm]_mean","Refractive_Index-Imaginary_Part[440nm]_mean","Refractive_Index-Imaginary_Part[675nm]_mean","Refractive_Index-Imaginary_Part[870nm]_mean","Refractive_Index-Imaginary_Part[1020nm]_mean","Asymmetry_Factor-Total[440nm]_mean","Asymmetry_Factor-Total[675nm]_mean","Asymmetry_Factor-Total[870nm]_mean","Asymmetry_Factor-Total[1020nm]_mean","Asymmetry_Factor-Fine[440nm]_mean","Asymmetry_Factor-Fine[675nm]_mean","Asymmetry_Factor-Fine[870nm]_mean","Asymmetry_Factor-Fine[1020nm]_mean","Asymmetry_Factor-Coarse[440nm]_mean","Asymmetry_Factor-Coarse[675nm]_mean","Asymmetry_Factor-Coarse[870nm]_mean","Asymmetry_Factor-Coarse[1020nm]_mean","Elevation(m)_mean","Longitude(Degrees)_mean","Latitude(Degrees)_mean","Coincident_AOD440nm_mean","Solar_Zenith_Angle_for_Measurement_Start(Degrees)_mean","Std-C_mean","VMR-C_mean","REff-C_mean","VolC-C_mean","Std-F_mean","VMR-F_mean","REff-F_mean","VolC-F_mean","Std-T_mean","VolC-T_mean","REff-T_mean","VMR-T_mean","Sphericity_Factor(%)_mean","N","flag"
"813","DRAGON_LAREL",2010-08-06,"HU-Beltsville",39.055277,-76.878333,"Maryland",NA,NA,1.03,NA,NA,NA,NA,4.19,NA,0.3,NA,218,0.5447315,0.267152,0.162573,0.1133085,1.758496,0.54485,0.2676,0.1626,0.11535,0.52665,0.2487,0.14275,0.09465,0.01825,0.01895,0.0199,0.0207,1.758257,0.9774,0.97265,0.96705,0.96195,0.0122845,0.007299,0.0053325,0.004374,1.216187,1.4105,1.4311,1.43935,1.4321,0.0029705,0.0028585,0.002823,0.0028065,0.723506,0.6241615,0.560373,0.528886,0.7176325,0.6101005,0.5303335,0.476108,0.949406,0.835935,0.7940135,0.7830525,65,-76.855,39.0808,0.5447315,73.587548,0.611,3.0955,2.564,0.028,0.4215,0.185,0.17,0.073,1.3455,0.101,0.2285,0.401,-999,16,1
"814","Fresno",2012-01-01,"Fresno - Garland",36.78538,-119.77321,"California",0,0.031,4.61,NA,0.141,NA,0.05,3.17,0.0042,31.9,0.524398,1,0.205412714285714,0.139108714285714,0.0979447142857143,0.0764807142857143,1.06680557142857,0.206042857142857,0.139628571428571,0.0985428571428571,0.0777285714285714,0.198628571428571,0.131928571428571,0.0907,0.0696571428571429,0.00741428571428571,0.00767142857142857,0.00787142857142857,0.00805714285714286,1.062773,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.709099142857143,0.715220285714286,0.692349285714286,0.673887142857143,0.702428714285714,0.708881,0.684069714285714,0.662333,0.966109714285714,0.853291142857143,0.804937142857143,0.785645285714286,97,-119.773167,36.781733,0.205412714285714,66.3319405714286,0.562142857142857,3.08957142857143,2.65228571428571,0.0115714285714286,0.499714285714286,0.317428571428571,0.278714285714286,0.0258571428571429,1.17728571428571,0.0375714285714286,0.388714285714286,0.655428571428571,-999,1037,2
"815","Fresno",2012-01-07,"Fresno - Garland",36.78538,-119.77321,"California",0.029,0.0365,2.11,NA,0.136,NA,0.083,1.1,0,11.9,0.659085,7,0.2570805,0.1321515,0.0847185,0.0652395,1.6178495,0.25745,0.13425,0.08885,0.0711,0.24425,0.12055,0.07405,0.0555,0.01315,0.01375,0.0148,0.0156,1.553111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7248505,0.6708905,0.642247,0.62885,0.718788,0.6593205,0.6190785,0.5922465,0.8611355,0.783328,0.762753,0.7587705,97,-119.773167,36.781733,0.2570805,59.879693,0.591,2.386,2.0295,0.015,0.5655,0.2295,0.198,0.034,1.223,0.049,0.2755,0.476,-999,1037,2
"816","Fresno",2012-01-13,"Fresno - Garland",36.78538,-119.77321,"California",0.05,0.0661,2.08,NA,0.197,NA,0.221,1.03,0.014,22.2,1.271933,13,0.191586,0.130683333333333,0.090799,0.0700026666666667,1.07204266666667,0.192066666666667,0.131166666666667,0.0908666666666667,0.071,0.180533333333333,0.119233333333333,0.0785666666666667,0.0584,0.0115333333333333,0.0119333333333333,0.0123,0.0126,1.074017,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.707340333333333,0.718578666666667,0.693264,0.673650666666667,0.694994333333333,0.707169666666667,0.677273333333333,0.650748333333333,0.996090666666667,0.865887,0.814107333333333,0.792588666666667,97,-119.773167,36.781733,0.191586,68.7990776666667,0.534666666666667,3.17266666666667,2.74933333333333,0.0186666666666667,0.450666666666667,0.309666666666667,0.278333333333333,0.022,1.261,0.0406666666666667,0.478666666666667,0.916,-999,1037,2
"817","Fresno_2",2012-01-16,"Fresno - Garland",36.78538,-119.77321,"California",0.005,0.0211,0.816,NA,0.036,NA,0.0485,0.212,0.005,1.63,0.262978,16,0.0848371666666667,0.0552095,0.0405051666666667,0.0334148333333333,1.07688966666667,0.0860166666666667,0.0576166666666667,0.0458333333333333,0.0410166666666667,0.0610666666666667,0.0300333333333333,0.0171833333333333,0.0122166666666667,0.0249666666666667,0.0275833333333333,0.0286333333333333,0.0288333333333333,0.920709666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.725943166666667,0.692137333333333,0.6880455,0.687415333333333,0.689327833333333,0.618606333333333,0.563069666666667,0.521803333333333,0.827025833333333,0.775943,0.764363166666667,0.758091666666667,100,-119.77302,36.78537,0.0848371666666667,62.6933116666667,0.667666666666667,2.513,1.98966666666667,0.0248333333333333,0.491666666666667,0.187166666666667,0.166,0.00766666666666667,1.2575,0.0325,0.571166666666667,1.39516666666667,-999,1202,3
"818","Fresno_2",2012-01-25,"Fresno - Garland",36.78538,-119.77321,"California",0,0.0206,2.46,2.87,0.127,7.82,0.032,1.081,0.005,6.9525,0.430298,25,0.227929,0.111102,0.06400125,0.0442515,1.835179,0.22855,0.112775,0.065775,0.047,0.2241,0.108225,0.061025,0.042075,0.004375,0.004525,0.00475,0.004925,1.7933845,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7720225,0.6942095,0.6327485,0.5911635,0.76909375,0.6880605,0.618819,0.565925,0.9941865,0.8750335,0.83418825,0.82238525,100,-119.77302,36.78537,0.227929,65.471748,0.576,3.30375,2.7945,0.0075,0.43425,0.2335,0.21275,0.032,1.12525,0.03925,0.25725,0.385,-999,1202,3
"819","Fresno_2",2012-01-28,"Fresno - Garland",36.78538,-119.77321,"California",0.009,0.02085,1.24,1.19,0.1078,4.14,0.0355,0.933,0.003,8.6445,0.4088765,28,0.264313,0.1640008,0.1116662,0.086617,1.247045,0.26532,0.1653,0.11274,0.08814,0.25262,0.1522,0.0993,0.07454,0.01268,0.0131,0.01346,0.01362,1.2387414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7590794,0.709718,0.6678142,0.639835,0.7471132,0.6947604,0.645308,0.6091222,1.0617508,0.9092592,0.8533114,0.8280254,100,-119.77302,36.78537,0.264313,62.4124902,0.494,4.7104,4.0956,0.0292,0.4658,0.2668,0.2384,0.0318,1.4626,0.0606,0.4456,1.0724,-999,1202,3
"820","Fresno_2",2012-01-31,"Fresno - Garland",36.78538,-119.77321,"California",0.0175,0.02085,1.56,1.51,0.112,4.11,0.0665,1.3575,0.003,16.017,0.5149305,31,0.2718625,0.1466765,0.0930815,0.0684125,1.5472165,0.27255,0.14945,0.0979,0.07515,0.26325,0.1399,0.0881,0.06505,0.00925,0.00955,0.0098,0.0101,1.4786375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.737071,0.665241,0.6266185,0.6065315,0.731312,0.6547635,0.6091265,0.581173,0.934978,0.8335355,0.7918265,0.775703,100,-119.77302,36.78537,0.2718625,57.488563,0.5545,3.1315,2.6895,0.015,0.579,0.205,0.176,0.0455,1.306,0.06,0.2285,0.402,-999,1202,3
"821","Fresno_2",2012-02-09,"Fresno - Garland",36.78538,-119.77321,"California",0.0205,0.02745,1.46,1.29,0.1315,4.81,0.086,0.9505,0.0055,8.7285,0.6328835,40,0.159246428571429,0.0758617142857143,0.0454734285714286,0.0325147142857143,1.81863585714286,0.158942857142857,0.0762,0.0473142857142857,0.0360571428571429,0.149185714285714,0.0659428571428571,0.0365142857142857,0.0248714285714286,0.0098,0.0102428571428571,0.0108285714285714,0.0112,1.76179028571429,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.707152714285714,0.639871142857143,0.598814571428571,0.581687571428571,0.695511857142857,0.614082142857143,0.545467714285714,0.496185714285714,0.935173285714286,0.829754142857143,0.793526428571429,0.781311,100,-119.77302,36.78537,0.159246428571429,58.9103824285714,0.651,3.15157142857143,2.53028571428571,0.0145714285714286,0.442,0.187428571428571,0.170857142857143,0.0184285714285714,1.49242857142857,0.0328571428571429,0.301714285714286,0.691142857142857,-999,1202,3
"822","Fresno_2",2012-02-15,"Fresno - Garland",36.78538,-119.77321,"California",0,0.0106,0.699,NA,0.036,NA,0.02,0.486,0,2.73,0.154198,46,0.055617,0.031197,0.016632,0.010957,1.722919,0.0554,0.0305,0.0196,0.0155,0.0512,0.0261,0.0149,0.0106,0.0043,0.0045,0.0047,0.0049,1.507333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.72385,0.662807,0.631337,0.616084,0.711882,0.640097,0.585649,0.546612,0.890055,0.802793,0.779635,0.770988,100,-119.77302,36.78537,0.055617,65.469899,0.629,3.212,2.62,0.006,0.479,0.216,0.193,0.006,1.462,0.012,0.366,0.855,-999,1202,3
"823","Fresno_2",2012-02-24,"Fresno - Garland",36.78538,-119.77321,"California",0.044,0.04145,0.954,1.09,0.1265,3.91,0.144,1.3095,0.0065,11.2105,0.8416635,55,0.223362,0.1155292,0.0768808,0.0594042,1.5404556,0.2238,0.1165,0.0781,0.06298,0.20076,0.09216,0.05248,0.0366,0.02304,0.02436,0.02564,0.02634,1.5223756,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7062266,0.6435674,0.616704,0.6092176,0.6842212,0.5986642,0.5346184,0.4911336,0.9201738,0.8201536,0.7874474,0.774523,100,-119.77302,36.78537,0.223362,60.796293,0.6166,3.1792,2.5906,0.0346,0.461,0.1796,0.1624,0.0296,1.4752,0.0642,0.381,1.008,-999,1202,3
"824","Fresno_2",2012-02-27,"Fresno - Garland",36.78538,-119.77321,"California",0.0035,0.02665,0.274,0.33,0.0326,1.7,0.03945,0.654,0.003,1.765,0.234082,58,0.151929,0.10699,0.082713,0.071119,0.882422,0.1545,0.1081,0.0867,0.0774,0.1051,0.0527,0.0297,0.0206,0.0494,0.0554,0.057,0.0568,0.844318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.735296,0.705393,0.702057,0.702116,0.709467,0.641171,0.581358,0.534609,0.794738,0.767613,0.765344,0.763245,100,-119.77302,36.78537,0.151929,61.243146,0.704,1.982,1.544,0.038,0.484,0.194,0.172,0.013,1.203,0.051,0.513,1.103,-999,1202,3
"825","Fresno_2",2012-03-04,"Fresno - Garland",36.78538,-119.77321,"California",0.0195,0.0317,1.16,1.16,0.1285,4.36,0.086,0.5085,0.0055,2.6375,0.630351,64,0.10223675,0.0588975,0.04173,0.0328995,1.31063625,0.102025,0.05985,0.04305,0.0365,0.085875,0.04245,0.0245,0.0173,0.016175,0.017375,0.01855,0.0192,1.2614,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.70247975,0.6581815,0.643406,0.64139725,0.6814215,0.618884,0.569349,0.5325735,0.8408425,0.7646195,0.7470015,0.743042,100,-119.77302,36.78537,0.10223675,58.39968025,0.62275,2.0605,1.71975,0.01525,0.489,0.1965,0.17475,0.0095,1.28075,0.02475,0.39425,0.83625,-999,1202,3
"826","Fresno_2",2012-03-07,"Fresno - Garland",36.78538,-119.77321,"California",0.0405,0.0307,0.661,0.55,0.09955,2.03,0.12,0.287,0.0045,1.488,0.687582,67,0.1086832,0.0584978,0.0403488,0.0313638,1.4359606,0.10916,0.05968,0.04394,0.03828,0.08652,0.03518,0.01842,0.01236,0.0226,0.02448,0.02552,0.02588,1.314067,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6900798,0.6440238,0.6411784,0.6460726,0.6469044,0.5459386,0.4733226,0.4243498,0.8825542,0.7943014,0.7670502,0.754741,100,-119.77302,36.78537,0.1086832,57.795869,0.6604,2.9298,2.3002,0.0282,0.4302,0.1512,0.1384,0.0098,1.4326,0.038,0.458,1.365,-999,1202,3
"827","Fresno_2",2012-03-10,"Fresno - Garland",36.78538,-119.77321,"California",0.085,0.07695,0.926,0.8,0.122,2.95,0.2185,0.858,0.007,4.9135,1.1653135,70,0.106735,0.062814,0.045607,0.038709,1.243749,0.1076,0.0635,0.0467,0.0403,0.0873,0.0418,0.0238,0.0167,0.0203,0.0217,0.0229,0.0236,1.222609,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.745811,0.710184,0.695259,0.691929,0.707107,0.648859,0.590078,0.544318,0.989253,0.855413,0.818816,0.806041,100,-119.77302,36.78537,0.106735,70.795161,0.645,2.808,2.267,0.026,0.449,0.213,0.193,0.009,1.285,0.035,0.59,1.422,-999,1202,3
"828","Fresno_2",2012-05-06,"Fresno - Garland",36.78538,-119.77321,"California",0.207,0.119,0.457,0.39,0.2035,2.02,0.5245,1.737,0.0155,1.4425,2.477915,127,0.190071666666667,0.125923,0.105005333333333,0.095014,0.885581333333333,0.191566666666667,0.126166666666667,0.1056,0.0974,0.124333333333333,0.0527333333333333,0.0289666666666667,0.0195,0.0672333333333333,0.0734666666666667,0.0766333333333333,0.0778666666666667,0.889910333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.702384,0.668514,0.677929666666667,0.687965,0.618981,0.520401,0.467997,0.434212,0.877653,0.77695,0.758150666666667,0.751907,100,-119.77302,36.78537,0.190071666666667,60.7187983333333,0.714333333333333,2.57033333333333,1.97433333333333,0.067,0.483666666666667,0.129666666666667,0.116666666666667,0.0206666666666667,1.43,0.0873333333333333,0.418,1.27833333333333,-999,1202,3
"829","Fresno_2",2012-05-09,"Fresno - Garland",36.78538,-119.77321,"California",0.187,0.1305,0.312,0.36,0.2045,1.62,0.504,1.584,0.0147,0.53,2.402483,130,0.11165975,0.07238875,0.05949075,0.0543945,0.9402985,0.1127,0.072325,0.060625,0.0561,0.07525,0.031375,0.017775,0.012525,0.037425,0.04095,0.04285,0.043575,0.93044075,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6906215,0.66308125,0.67303175,0.6803345,0.607886,0.524889,0.4780305,0.44690225,0.886036,0.77239225,0.75636625,0.74942175,100,-119.77302,36.78537,0.11165975,59.15415575,0.72725,2.73725,2.068,0.04,0.498,0.1325,0.11875,0.01075,1.41025,0.0505,0.46625,1.44975,-999,1202,3
"830","Fresno_2",2012-05-12,"Fresno - Garland",36.78538,-119.77321,"California",0.171,0.093,0.611,0.64,0.183,2.74,0.3815,1.834,0.0142,1.0245,1.948133,133,0.110981,0.076284,0.061378,0.05723,0.87362,0.1119,0.07585,0.0642,0.0594,0.07155,0.0321,0.01875,0.0133,0.04035,0.0437,0.04545,0.04605,0.8292255,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6979505,0.6656895,0.672717,0.67918,0.605436,0.514038,0.471779,0.4464585,0.881145,0.7813295,0.7591275,0.749242,100,-119.77302,36.78537,0.110981,57.471548,0.6795,3.0495,2.348,0.049,0.4965,0.1315,0.1175,0.01,1.3625,0.059,0.549,1.7565,-999,1202,3
"831","Fresno_2",2012-05-15,"Fresno - Garland",36.78538,-119.77321,"California",0.0825,0.06225,0.295,0.26,0.09955,1.12,0.216,1.4685,0.00765,1.613,1.0765595,136,0.156224,0.1140928,0.101383,0.0948824,0.650829,0.15836,0.11514,0.10222,0.09664,0.08904,0.0391,0.02262,0.01576,0.06936,0.07602,0.0796,0.08088,0.6593646,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7209724,0.6905584,0.6953922,0.7011832,0.6139456,0.5332162,0.4924016,0.4665192,0.8777694,0.7733378,0.7546392,0.748254,100,-119.77302,36.78537,0.156224,59.4289722,0.7152,2.8696,2.1616,0.0754,0.5176,0.1338,0.1188,0.014,1.2968,0.089,0.606,1.8038,-999,1202,3
"832","Fresno_2",2012-05-18,"Fresno - Garland",36.78538,-119.77321,"California",0.059,0.09185,NA,0.25,0.1415,1.7,0.213,1.411,0.00775,1.905,1.1673505,139,0.2297864,0.1599812,0.1356656,0.1234886,0.808897,0.23132,0.16028,0.13588,0.1244,0.14758,0.066,0.03698,0.02478,0.08374,0.0943,0.09896,0.09964,0.8156964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7235068,0.6892456,0.69408,0.7019464,0.6628834,0.57852,0.5195762,0.4781922,0.8548316,0.7767774,0.7680098,0.7652528,100,-119.77302,36.78537,0.2297864,62.2833254,0.766,2.5796,1.8982,0.081,0.4846,0.16,0.1428,0.0186,1.3092,0.1,0.5672,1.508,-999,1202,3
"833","Fresno_2",2012-05-21,"Fresno - Garland",36.78538,-119.77321,"California",0.105,0.065,NA,0.34,0.113,2.19,0.271,1.099,0.009,0.778,1.30266,142,0.146431,0.0880335,0.0691285,0.06065825,1.11719275,0.14685,0.088425,0.06935,0.06175,0.108925,0.046575,0.0254,0.017125,0.037975,0.04185,0.043975,0.044625,1.116341,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.68300425,0.64798175,0.65659575,0.6663395,0.62841225,0.54469025,0.4913885,0.4541015,0.867403,0.76752625,0.7548405,0.74946325,100,-119.77302,36.78537,0.146431,64.2404275,0.723,2.7535,2.06925,0.0405,0.48775,0.145,0.12975,0.01275,1.42725,0.05325,0.45125,1.35575,-999,1202,3
"834","Fresno_2",2012-05-22,"Fresno - Garland",36.78538,-119.77321,"California",0.036,0.0282,0.18,NA,0.0538,NA,0.12,0.999,0.004,0.335,0.561922,143,0.072349,0.04137025,0.031768,0.026683,1.237419,0.0727,0.042925,0.0316,0.027075,0.058025,0.02725,0.015225,0.010425,0.01465,0.01565,0.016375,0.0167,1.24501175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.698087,0.651431,0.64110675,0.63959575,0.6496235,0.56663975,0.5023885,0.45590675,0.8888645,0.79097025,0.77294625,0.76280975,100,-119.77302,36.78537,0.072349,60.42416925,0.6975,3.23625,2.4805,0.02125,0.432,0.17075,0.1555,0.0055,1.37675,0.02675,0.5865,1.62675,-999,1202,3
"835","Fresno_2",2012-05-24,"Fresno - Garland",36.78538,-119.77321,"California",0.062,0.05625,0.126,0.16,0.08465,0.95,0.1745,0.8425,0.0065,0.822,0.8800555,145,0.126783,0.0739716666666667,0.056907,0.0477023333333333,1.19154133333333,0.1271,0.0748,0.0563,0.0487666666666667,0.0986,0.0432333333333333,0.0230666666666667,0.0150666666666667,0.0285,0.0315666666666667,0.0332333333333333,0.0337,1.206809,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.684626333333333,0.650843666666667,0.652457,0.661704666666667,0.648007333333333,0.575256,0.514539,0.468724333333333,0.828212333333333,0.757980333333333,0.750229666666667,0.749356333333333,100,-119.77302,36.78537,0.126783,60.7441523333333,0.750666666666667,2.71733333333333,2.012,0.03,0.463666666666667,0.164666666666667,0.148333333333333,0.00966666666666667,1.39533333333333,0.0396666666666667,0.487333333333333,1.351,-999,1202,3
"836","Fresno_2",2012-05-27,"Fresno - Garland",36.78538,-119.77321,"California",0.0285,0.01865,0.133,0.16,0.022,0.88,0.0454,0.835,0.0025,0.86,0.2642355,148,0.111267,0.066445,0.05316,0.045261,1.103016,0.1117,0.06725,0.0526,0.04645,0.08295,0.03475,0.0184,0.012,0.02875,0.0325,0.0342,0.03445,1.1200995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.687628,0.660581,0.672731,0.686372,0.650228,0.5700985,0.511293,0.468092,0.8101065,0.7599555,0.760911,0.7627925,100,-119.77302,36.78537,0.111267,64.518508,0.79,2.2505,1.657,0.024,0.481,0.1555,0.1395,0.01,1.4085,0.0345,0.3985,1.0305,-999,1202,3
"837","Fresno_2",2012-05-30,"Fresno - Garland",36.78538,-119.77321,"California",0.0785,0.0464,0.382,0.36,0.08525,1.62,0.1845,1.506,0.0045,1.0465,0.922772,151,0.1404426,0.0858182,0.067834,0.0597766,1.0780572,0.14124,0.0863,0.06824,0.06112,0.10354,0.04466,0.0247,0.01704,0.0377,0.04162,0.0435,0.04412,1.07746,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6824986,0.64501,0.65724,0.668318,0.619981,0.5235418,0.4688544,0.4324774,0.873851,0.7773878,0.7657928,0.760461,100,-119.77302,36.78537,0.1404426,59.5959986,0.7734,2.69,1.9706,0.037,0.4848,0.1322,0.119,0.0164,1.5424,0.0534,0.3486,1.0884,-999,1202,3
"838","Fresno_2",2012-06-02,"Fresno - Garland",36.78538,-119.77321,"California",0.079,0.04265,0.209,0.18,0.0769,1.13,0.1965,0.7185,0.0055,0.6905,0.9293725,154,0.103256,0.061566,0.0464254,0.0404766,1.1723106,0.10336,0.06152,0.04688,0.04112,0.07894,0.03468,0.01872,0.01258,0.0244,0.02686,0.0282,0.02856,1.1638268,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6787114,0.6483308,0.6586748,0.6677326,0.6285508,0.5546276,0.5045464,0.4669692,0.86867,0.775935,0.7653142,0.7592586,100,-119.77302,36.78537,0.103256,62.411204,0.757,2.8774,2.113,0.0274,0.4948,0.1502,0.1338,0.009,1.4588,0.036,0.445,1.3704,-999,1202,3
"839","Fresno_2",2012-06-05,"Fresno - Garland",36.78538,-119.77321,"California",0.0105,0.01495,0.061,0.1,0.02285,0.49,0.0425,0.5155,0.001,0.56,0.2105305,157,0.067257,0.0381153333333333,0.02905,0.0222963333333333,1.24894333333333,0.0678333333333333,0.0392,0.028,0.0236333333333333,0.0557,0.0256,0.0135,0.00883333333333333,0.0121666666666667,0.0136,0.0145,0.0148,1.30450966666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.670649333333333,0.625518333333333,0.624307,0.632669,0.6485,0.571208666666667,0.510154,0.463515666666667,0.782217666666667,0.731619666666667,0.732696666666667,0.735102333333333,100,-119.77302,36.78537,0.067257,60.790693,0.776333333333333,2.38666666666667,1.743,0.011,0.445,0.167333333333333,0.152,0.00533333333333333,1.42066666666667,0.0163333333333333,0.388333333333333,0.989333333333333,-999,1202,3
"840","Fresno_2",2012-06-08,"Fresno - Garland",36.78538,-119.77321,"California",0.0465,0.03505,0.181,0.14,0.06715,0.68,0.164,0.705,0.004,0.595,0.7380545,160,0.0364722,0.0225216,0.0181426,0.0166908,1.0419254,0.0367,0.02296,0.01824,0.01622,0.02742,0.0128,0.0076,0.00544,0.00926,0.01016,0.01064,0.01076,1.038943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.704039,0.6710068,0.6741298,0.6768942,0.6458888,0.5754908,0.521977,0.4837126,0.9161554,0.8027202,0.7913854,0.780532,100,-119.77302,36.78537,0.0364722,67.108611,0.7012,3.184,2.4062,0.0118,0.4894,0.1662,0.1482,0.0028,1.3422,0.0144,0.6098,1.8,-999,1202,3
"841","Fresno_2",2012-06-11,"Fresno - Garland",36.78538,-119.77321,"California",0.098,0.06015,0.406,0.45,0.12155,2.08,0.273,0.9235,0.008,0.5075,1.3030855,163,0.0869456,0.0624804,0.053305,0.050025,0.7269978,0.08774,0.06224,0.05498,0.05236,0.04688,0.01882,0.01004,0.00672,0.04086,0.04342,0.04496,0.04566,0.7007582,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7383162,0.6998116,0.7070432,0.7131458,0.599041,0.4844762,0.4252764,0.389809,0.9201928,0.7960352,0.7717854,0.7617808,100,-119.77302,36.78537,0.0869456,62.3710532,0.582,3.0292,2.5056,0.053,0.448,0.1224,0.1118,0.0076,1.2016,0.0606,0.6876,2.0344,-999,1202,3
"842","Fresno_2",2012-06-14,"Fresno - Garland",36.78538,-119.77321,"California",0.0945,0.0709,0.415,0.52,0.11405,2.06,0.2475,1.1605,0.0065,1.6735,1.228353,166,0.1172432,0.0708728,0.0558996,0.0510558,1.1000678,0.11838,0.07082,0.0567,0.05172,0.0836,0.0332,0.01744,0.01184,0.0348,0.03762,0.03926,0.0398,1.0942702,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6584458,0.6387084,0.6673024,0.680192,0.5582044,0.4638394,0.4253546,0.4006166,0.9519392,0.8024522,0.7791038,0.765867,100,-119.77302,36.78537,0.1172432,62.827009,0.6594,3.2428,2.512,0.045,0.4694,0.1094,0.0996,0.0154,1.5832,0.0598,0.3682,1.4164,-999,1202,3
