"","Site_Name","Date","spec_Site_Name","Latitude","Longitude","State Name","Aluminum PM2.5 LC","Calcium PM2.5 LC","EC CSN_Rev Unadjusted PM2.5 LC TOR","EC PM2.5 LC TOR","Iron PM2.5 LC","OC PM2.5 LC TOR","Silicon PM2.5 LC","Sulfate PM2.5 LC","Titanium PM2.5 LC","Total Nitrate PM2.5 LC","Dust","Day_of_Year_mean","AOD_Coincident_Input[440nm]_mean","AOD_Coincident_Input[675nm]_mean","AOD_Coincident_Input[870nm]_mean","AOD_Coincident_Input[1020nm]_mean","Angstrom_Exponent_440-870nm_from_Coincident_Input_AOD_mean","AOD_Extinction-Total[440nm]_mean","AOD_Extinction-Total[675nm]_mean","AOD_Extinction-Total[870nm]_mean","AOD_Extinction-Total[1020nm]_mean","AOD_Extinction-Fine[440nm]_mean","AOD_Extinction-Fine[675nm]_mean","AOD_Extinction-Fine[870nm]_mean","AOD_Extinction-Fine[1020nm]_mean","AOD_Extinction-Coarse[440nm]_mean","AOD_Extinction-Coarse[675nm]_mean","AOD_Extinction-Coarse[870nm]_mean","AOD_Extinction-Coarse[1020nm]_mean","Extinction_Angstrom_Exponent_440-870nm-Total_mean","Single_Scattering_Albedo[440nm]_mean","Single_Scattering_Albedo[675nm]_mean","Single_Scattering_Albedo[870nm]_mean","Single_Scattering_Albedo[1020nm]_mean","Absorption_AOD[440nm]_mean","Absorption_AOD[675nm]_mean","Absorption_AOD[870nm]_mean","Absorption_AOD[1020nm]_mean","Absorption_Angstrom_Exponent_440-870nm_mean","Refractive_Index-Real_Part[440nm]_mean","Refractive_Index-Real_Part[675nm]_mean","Refractive_Index-Real_Part[870nm]_mean","Refractive_Index-Real_Part[1020nm]_mean","Refractive_Index-Imaginary_Part[440nm]_mean","Refractive_Index-Imaginary_Part[675nm]_mean","Refractive_Index-Imaginary_Part[870nm]_mean","Refractive_Index-Imaginary_Part[1020nm]_mean","Asymmetry_Factor-Total[440nm]_mean","Asymmetry_Factor-Total[675nm]_mean","Asymmetry_Factor-Total[870nm]_mean","Asymmetry_Factor-Total[1020nm]_mean","Asymmetry_Factor-Fine[440nm]_mean","Asymmetry_Factor-Fine[675nm]_mean","Asymmetry_Factor-Fine[870nm]_mean","Asymmetry_Factor-Fine[1020nm]_mean","Asymmetry_Factor-Coarse[440nm]_mean","Asymmetry_Factor-Coarse[675nm]_mean","Asymmetry_Factor-Coarse[870nm]_mean","Asymmetry_Factor-Coarse[1020nm]_mean","Elevation(m)_mean","Longitude(Degrees)_mean","Latitude(Degrees)_mean","Coincident_AOD440nm_mean","Solar_Zenith_Angle_for_Measurement_Start(Degrees)_mean","Std-C_mean","VMR-C_mean","REff-C_mean","VolC-C_mean","Std-F_mean","VMR-F_mean","REff-F_mean","VolC-F_mean","Std-T_mean","VolC-T_mean","REff-T_mean","VMR-T_mean","Sphericity_Factor(%)_mean","N","flag"
"241","BONDVILLE",2010-06-16,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0148,0.0694,NA,0.13,0.02,0.63,0.0579,1.0051,0.001,0.2047,0.340193,167,0.074802,0.034049,0.023198,0.018953,1.735843,0.0752,0.0348,0.0233,0.0184,0.0678,0.027,0.0152,0.0101,0.0073,0.0077,0.0081,0.0083,1.733031,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.69469,0.646962,0.613858,0.60884,0.673668,0.598461,0.522921,0.468188,0.961623,0.854619,0.811759,0.797307,212,-88.371944,40.053333,0.074802,75.863234,0.646,3.301,2.636,0.011,0.417,0.179,0.165,0.007,1.524,0.018,0.394,1.094,-999,1529,3
"242","BONDVILLE",2010-06-19,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.03,0.0179,NA,0.17,0.022,0.89,0.0759,0.5441,0.002,0.1081,0.341288,170,0.088431,0.046787,0.035973,0.032766,1.341462,0.0879,0.0477,0.0363,0.0316,0.0711,0.0294,0.017,0.0118,0.0167,0.0183,0.0194,0.0199,1.315359,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.646006,0.618467,0.628285,0.640384,0.598734,0.512474,0.459422,0.425732,0.910833,0.821851,0.793651,0.775476,212,-88.371944,40.053333,0.088431,59.478612,0.766,2.706,1.986,0.018,0.475,0.134,0.121,0.008,1.546,0.025,0.349,1.085,-999,1529,3
"243","BONDVILLE",2010-06-22,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0318,0.017,NA,0.18,0.0199,0.92,0.0861,1.1961,0.002,0.1008,0.364097,173,0.3285325,0.152646,0.0953305,0.072671,1.8239195,0.32885,0.15355,0.09545,0.07165,0.3111,0.13435,0.07515,0.0507,0.01775,0.0192,0.0203,0.02095,1.822092,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7236295,0.6263025,0.564796,0.535901,0.715466,0.6014215,0.5072485,0.438714,0.906758,0.819934,0.790056,0.7789855,212,-88.371944,40.053333,0.3285325,65.6890745,0.6695,2.816,2.2425,0.0235,0.3755,0.1795,0.167,0.043,1.406,0.0665,0.2495,0.478,-999,1529,3
"244","BONDVILLE",2010-06-25,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0,0.023,NA,0.35,0.0222,1.52,0.0694,1.6875,0.0011,0.4907,0.266154,176,0.1910275,0.0833795,0.052132,0.0411135,1.9144615,0.19105,0.08335,0.0537,0.0426,0.17375,0.065,0.03445,0.0228,0.0173,0.01835,0.01925,0.0197,1.8760645,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6603625,0.5771275,0.5525435,0.5550135,0.640228,0.516197,0.436016,0.3868465,0.8900915,0.8046765,0.768957,0.753911,212,-88.371944,40.053333,0.1910275,65.7103345,0.624,2.9435,2.4015,0.0245,0.408,0.1415,0.131,0.0275,1.5885,0.0515,0.2465,0.631,-999,1529,3
"245","BONDVILLE",2010-07-01,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0205,0.0955,NA,0.33,0.0335,1.41,0.0704,0.9212,0.0014,0.2596,0.459847,182,0.0880221666666667,0.037123,0.0232991666666667,0.019595,1.95834716666667,0.0883666666666667,0.0385833333333333,0.0255666666666667,0.0209166666666667,0.07845,0.0280666666666667,0.0146666666666667,0.00983333333333333,0.00996666666666667,0.0104833333333333,0.0108833333333333,0.0111,1.82855733333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.644921666666667,0.584324,0.5763065,0.5835255,0.614863666666667,0.501864833333333,0.432258833333333,0.390712166666667,0.915234166666667,0.8185515,0.778415666666667,0.759257333333333,212,-88.371944,40.053333,0.0880221666666667,67.8430373333333,0.605,3.3295,2.71966666666667,0.0156666666666667,0.422666666666667,0.135833333333333,0.125333333333333,0.0105,1.6305,0.0265,0.307,0.9675,-999,1529,3
"246","BONDVILLE",2010-07-04,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.1296,0.0633,NA,0.43,0.0552,3.34,0.2708,4.8524,0.0088,0.4346,1.213247,185,0.128823,0.049704,0.029167,0.022259,2.191013,0.1288,0.05,0.0294,0.0224,0.1206,0.0414,0.0205,0.0133,0.0082,0.0086,0.0089,0.0091,2.178789,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.652667,0.557908,0.522056,0.519921,0.636606,0.505562,0.411147,0.353039,0.956953,0.846577,0.80087,0.778847,212,-88.371944,40.053333,0.128823,75.998952,0.607,3.422,2.803,0.014,0.369,0.142,0.133,0.015,1.666,0.028,0.248,0.664,-999,1529,3
"247","BONDVILLE",2010-07-19,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0316,0.0478,NA,0.22,0.0222,1.07,0.0941,1.1145,0.0019,0.3773,0.439153,200,0.153716,0.075254,0.05293,0.044238,1.580113,0.1538,0.0757,0.0527,0.0434,0.1362,0.0569,0.0331,0.0234,0.0176,0.0188,0.0196,0.02,1.585261,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.633888,0.560605,0.56014,0.57218,0.598197,0.468477,0.406022,0.372817,0.964243,0.876302,0.840632,0.815433,212,-88.371944,40.053333,0.153716,53.706397,0.668,3.265,2.584,0.024,0.423,0.122,0.113,0.026,1.733,0.05,0.207,0.585,-999,1529,3
"248","BONDVILLE",2010-08-03,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",NA,NA,NA,0.62,NA,2.15,NA,8.1033,NA,0.3664,NA,215,0.314750666666667,0.159507666666667,0.107402,0.0861563333333333,1.58358166666667,0.315733333333333,0.16,0.107266666666667,0.0861666666666667,0.2805,0.122366666666667,0.0679333333333333,0.0460333333333333,0.0352333333333333,0.0376,0.0392666666666667,0.0401333333333333,1.589359,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.705165,0.651765,0.628636,0.623432666666667,0.683190666666667,0.601735666666667,0.534094666666667,0.485342,0.91538,0.830291666666667,0.802165,0.788717333333333,212,-88.371944,40.053333,0.314750666666667,69.3131966666667,0.610333333333333,3.068,2.515,0.0473333333333333,0.462,0.175333333333333,0.157666666666667,0.0323333333333333,1.51166666666667,0.08,0.355333333333333,0.955666666666667,-999,1529,3
"249","BONDVILLE",2010-08-06,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",NA,NA,NA,0.62,NA,5.87,NA,1.6754,NA,0.3341,NA,218,0.579583,0.338365,0.2168015,0.159991,1.42907625,0.580375,0.338825,0.216775,0.16,0.56125,0.319075,0.1963,0.1388,0.01915,0.01975,0.0205,0.0212,1.431003,0.980625,0.97465,0.96725,0.962475,0.01109375,0.00838325,0.00690675,0.005839,0.843811,1.5327,1.509225,1.503375,1.4977,0.00286625,0.003601,0.00406975,0.00416525,0.6972525,0.66177075,0.61680675,0.58587575,0.691573,0.653568,0.60203075,0.561514,0.9148605,0.81917825,0.7755175,0.7581795,212,-88.371944,40.053333,0.579583,65.67820625,0.63025,3.0465,2.50075,0.02825,0.43975,0.23175,0.2095,0.05675,1.31375,0.08475,0.30225,0.55075,-999,1529,3
"250","BONDVILLE",2010-08-12,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0447,0.1165,NA,0.57,0.0365,1.44,0.1213,2.9355,0.002,0.367,0.682482,224,0.17228,0.076789,0.047865,0.037311,1.885923,0.1716,0.0768,0.0475,0.037,0.1592,0.0637,0.0339,0.023,0.0125,0.013,0.0136,0.014,1.88978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681126,0.624265,0.580956,0.560573,0.665608,0.586902,0.502795,0.438356,0.966738,0.856494,0.809509,0.786307,212,-88.371944,40.053333,0.17228,71.290442,0.62,3.055,2.502,0.018,0.373,0.178,0.166,0.014,1.505,0.033,0.35,0.882,-999,1529,3
"251","BONDVILLE",2010-08-15,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0259,0.0792,NA,0.29,0.0233,1.51,0.0858,1.678,9e-04,0.2435,0.45785,227,0.1011625,0.0501845,0.03426425,0.0301955,1.58939025,0.101,0.050125,0.034925,0.029575,0.084225,0.0323,0.0164,0.01075,0.01675,0.0178,0.01855,0.01885,1.5640095,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6538755,0.60641625,0.6142415,0.6279025,0.605972,0.49224075,0.4185635,0.371281,0.9526535,0.84019225,0.80035125,0.7812055,212,-88.371944,40.053333,0.1011625,65.80332,0.641,3.3565,2.66175,0.024,0.408,0.133,0.123,0.009,1.55125,0.03325,0.403,1.395,-999,1529,3
"252","BONDVILLE",2010-08-18,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0316,0.0622,NA,0.68,0.0587,1.62,0.1139,2.2033,0.0021,0.454,0.600645,230,0.1923245,0.087383,0.0557,0.04488225,1.8271015,0.192575,0.088025,0.055625,0.0443,0.174075,0.0685,0.035275,0.023575,0.0185,0.01955,0.020325,0.0207,1.82942575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.67185425,0.5940615,0.58113025,0.5867105,0.646762,0.525285,0.44857125,0.398005,0.9659865,0.86443825,0.82761575,0.80917075,212,-88.371944,40.053333,0.1923245,65.83573375,0.58275,3.143,2.63175,0.0285,0.41675,0.142,0.13075,0.03425,1.60475,0.063,0.24425,0.628,-999,1529,3
"253","BONDVILLE",2010-08-27,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0161,0.0779,NA,0.4,0.0362,1.24,0.0728,0.9624,0.0011,0.1967,0.433407,239,0.0825155,0.04404725,0.0321975,0.02870325,1.393102,0.082475,0.044875,0.03265,0.028475,0.0646,0.025925,0.012975,0.00855,0.0179,0.019,0.019675,0.019925,1.36908525,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.660555,0.628059,0.65037825,0.66447025,0.59573525,0.49412675,0.43442275,0.39398,0.954643,0.839881,0.80917475,0.79019525,212,-88.371944,40.053333,0.0825155,65.93850575,0.61075,3.27575,2.6605,0.0255,0.43775,0.131,0.11975,0.00725,1.452,0.03275,0.47525,1.6165,-999,1529,3
"254","BONDVILLE",2010-09-05,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0158,0.0434,NA,0.29,0.0197,0.94,0.0727,0.8956,0.001,0.1707,0.336139,248,0.119016,0.066866,0.051537,0.046719,1.24436,0.1194,0.0683,0.0523,0.047,0.0863,0.0335,0.0162,0.0103,0.033,0.0348,0.0361,0.0367,1.224812,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.67019,0.641553,0.666582,0.683079,0.587783,0.481932,0.421912,0.382036,0.914818,0.805335,0.783028,0.771969,212,-88.371944,40.053333,0.119016,54.958313,0.595,3.45,2.82,0.049,0.437,0.126,0.115,0.01,1.356,0.059,0.578,1.997,-999,1529,3
"255","BONDVILLE",2010-09-08,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0445,0.2321,NA,0.31,0.0464,1.2,0.1743,0.9134,0.0027,0.2293,1.027756,251,0.0689505,0.0454185,0.038926,0.036917,0.855914,0.07055,0.0474,0.0387,0.0346,0.05165,0.0273,0.0177,0.01325,0.0189,0.0201,0.021,0.0214,0.8900115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.717512,0.698613,0.708811,0.7175755,0.6294525,0.551943,0.500695,0.464958,1.0850415,0.961478,0.91074,0.8815945,212,-88.371944,40.053333,0.0689505,73.8155955,0.6725,3.2705,2.5115,0.028,0.496,0.1515,0.1355,0.005,1.289,0.033,0.671,2.0265,-999,1529,3
"256","BONDVILLE",2010-09-17,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0,0.0556,NA,0.34,0.027,0.82,0.0728,1.311,0.001,0.7356,0.33918,260,0.102116,0.056383,0.04327,0.040151,1.277189,0.105,0.057,0.0436,0.0387,0.0785,0.0291,0.0149,0.0097,0.0264,0.0278,0.0287,0.0291,1.308052,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.678426,0.64691,0.667702,0.68519,0.584319,0.455462,0.385718,0.346296,1.044999,0.88113,0.831785,0.808744,212,-88.371944,40.053333,0.102116,60.829142,0.555,3.946,3.27,0.046,0.393,0.124,0.115,0.009,1.373,0.055,0.613,2.278,-999,1529,3
"257","BONDVILLE",2010-10-26,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0224,0.023,NA,0.1,0.014,0.74,0.0695,1.2425,0.001,0.0892,0.295645,299,0.037485,0.019479,0.014239,0.013431,1.436138,0.0378,0.0205,0.0154,0.0136,0.0295,0.0117,0.0063,0.0044,0.0083,0.0087,0.0091,0.0093,1.333375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.698397,0.696331,0.704826,0.708664,0.62874,0.580289,0.538321,0.505937,0.999404,0.868406,0.828283,0.80922,212,-88.371944,40.053333,0.037485,76.277747,0.552,4.121,3.437,0.016,0.528,0.164,0.144,0.003,1.31,0.019,0.728,2.442,-999,1529,3
"258","BONDVILLE",2010-10-29,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0181,0.0912,NA,0.23,0.0218,0.81,0.0637,1.0083,0.0011,2.7647,0.401979,302,0.073399,0.031981,0.018989,0.0147735,2.082065,0.07455,0.03655,0.0235,0.01765,0.0711,0.03285,0.0196,0.0136,0.00345,0.0037,0.00395,0.00405,1.6902765,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7257115,0.6745445,0.6223695,0.5930325,0.7170905,0.6559585,0.583874,0.529926,0.9102505,0.820211,0.788392,0.778579,212,-88.371944,40.053333,0.073399,65.25451,0.66,3.485,2.736,0.006,0.3755,0.225,0.21,0.008,1.4155,0.014,0.3415,0.7435,-999,1529,3
"259","BONDVILLE",2010-11-07,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0371,0.0918,NA,0.35,0.0292,1.53,0.1077,1.1609,0.0018,2.7065,0.573583,311,0.0636968888888889,0.0307525555555556,0.0222651111111111,0.0203316666666667,1.56774166666667,0.0638222222222222,0.0347333333333333,0.0262111111111111,0.0230888888888889,0.0492,0.0192555555555556,0.0101444444444444,0.0068,0.0146222222222222,0.0155,0.0160444444444444,0.0162888888888889,1.32115033333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.678492555555556,0.64435,0.643313666666667,0.647620666666667,0.625994666666667,0.530317111111111,0.462265,0.417502777777778,0.875815666666667,0.792014,0.760990555555556,0.745942888888889,212,-88.371944,40.053333,0.0636968888888889,64.850168,0.565777777777778,3.08966666666667,2.592,0.0201111111111111,0.436777777777778,0.147333333333333,0.134666666666667,0.00488888888888889,1.33144444444444,0.0251111111111111,0.558888888888889,1.68388888888889,-999,1529,3
"260","BONDVILLE",2010-11-10,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0494,0.0906,NA,0.63,0.041,2.81,0.141,2.6665,0.0025,2.5095,0.711518,314,0.0941575,0.038563,0.0241045,0.0193175,2.0133795,0.0941,0.0395,0.0244,0.0188,0.087,0.0319,0.01645,0.01065,0.0071,0.0076,0.00795,0.00815,1.99086,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6639375,0.5941685,0.5578,0.5521235,0.647294,0.546582,0.456563,0.3932985,0.939648,0.832611,0.792375,0.7758555,212,-88.371944,40.053333,0.0941575,73.7952505,0.647,3.1395,2.501,0.0105,0.368,0.1585,0.149,0.0085,1.5765,0.019,0.313,0.837,-999,1529,3
"261","BONDVILLE",2010-11-28,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0341,0.0133,NA,0.43,0.0153,1.3,0.0763,2.8636,0.001,2.754,0.325652,332,0.0615943333333333,0.026494,0.0153636666666667,0.0116666666666667,2.03735533333333,0.0615,0.0272333333333333,0.0165333333333333,0.0125,0.0587333333333333,0.0243666666666667,0.0134,0.0092,0.00273333333333333,0.0029,0.0031,0.00326666666666667,1.93076266666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.701386333333333,0.655546,0.613371333333333,0.591532666666667,0.694522333333333,0.639318666666667,0.574438666666667,0.524771333333333,0.897165,0.812317,0.791333,0.785941,212,-88.371944,40.053333,0.0615943333333333,72.89289,0.634333333333333,2.45966666666667,2.02966666666667,0.003,0.447666666666667,0.203333333333333,0.184333333333333,0.00666666666666667,1.282,0.00966666666666667,0.264,0.464333333333333,-999,1529,3
"262","BONDVILLE",2011-01-03,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0182,0.0282,NA,0.21,0.0156,1.03,0.0379,0.568,0.0014,1.1397,0.220845,3,0.055133,0.023161,0.015158,0.013164,1.914254,0.0539,0.0279,0.0197,0.0165,0.046,0.0196,0.0109,0.0074,0.0079,0.0084,0.0088,0.009,1.487873,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.695134,0.642288,0.629453,0.631379,0.666369,0.577598,0.516585,0.475979,0.891927,0.80591,0.775873,0.763447,212,-88.371944,40.053333,0.055133,68.494792,0.598,2.818,2.338,0.011,0.473,0.163,0.147,0.006,1.476,0.017,0.368,1.009,-999,1529,3
"263","BONDVILLE",2011-02-17,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0285,0.0176,NA,0.48,0.0239,1.86,0.0451,3.4366,0.0019,1.301,0.265211,48,0.265737,0.131425,0.091534,0.075595,1.57718,0.2674,0.1377,0.0969,0.0774,0.2401,0.1088,0.0669,0.0467,0.0273,0.0289,0.0301,0.0308,1.500412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.740926,0.655652,0.612895,0.601965,0.723516,0.609773,0.530371,0.481683,0.914678,0.834199,0.798881,0.786796,212,-88.371944,40.053333,0.265737,58.496092,0.509,2.843,2.493,0.036,0.447,0.181,0.165,0.04,1.454,0.076,0.295,0.664,-999,1529,3
"264","BONDVILLE",2011-03-01,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0144,0.017,NA,0.33,0.0284,0.91,0.0221,2.341,0.0012,5.2728,0.185475,60,0.160735333333333,0.0918403333333333,0.0676356666666667,0.0566333333333333,1.30940333333333,0.161033333333333,0.094,0.0687,0.0570666666666667,0.1506,0.0831666666666667,0.0573,0.0452666666666667,0.0104333333333333,0.0109,0.0114333333333333,0.0118,1.27719266666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.682033,0.63333,0.609578666666667,0.598878666666667,0.668318333333333,0.609262666666667,0.568455666666667,0.539060666666667,0.964576333333333,0.882751666666667,0.859954333333333,0.848264666666667,212,-88.371944,40.053333,0.160735333333333,67.1041953333333,0.727,3.206,2.44066666666667,0.0146666666666667,0.565333333333333,0.185333333333333,0.159666666666667,0.0183333333333333,1.55466666666667,0.0333333333333333,0.273,0.657333333333333,-999,1529,3
"265","BONDVILLE",2011-04-09,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0459,0.0214,NA,0.49,0.0494,1.37,0.0837,4.0231,0.0024,5.7567,0.468479,99,0.17241,0.08706725,0.064009,0.055314,1.4894865,0.1732,0.0896,0.065175,0.055475,0.144575,0.0584,0.032525,0.022225,0.028625,0.031175,0.032675,0.033275,1.460573,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.68823025,0.65116125,0.641718,0.64535025,0.65606825,0.57945775,0.51524525,0.4705655,0.8859285,0.80053775,0.7782555,0.7697005,212,-88.371944,40.053333,0.17241,65.10197725,0.68075,2.798,2.19325,0.03475,0.46675,0.1635,0.1475,0.01675,1.46175,0.0515,0.4035,1.09825,-999,1529,3
"266","BONDVILLE",2011-04-12,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0193,0.047,NA,0.21,0.0461,0.67,0.0427,0.9668,0.0015,0.5386,0.339865,102,0.13321925,0.062504,0.04448825,0.03765275,1.634571,0.133325,0.06625,0.0463,0.03825,0.116275,0.04755,0.02655,0.01795,0.017075,0.018675,0.0198,0.0203,1.562831,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.678723,0.634861,0.62001975,0.62339925,0.6570345,0.57963875,0.5150585,0.46963175,0.8670265,0.78729525,0.76497825,0.75912525,212,-88.371944,40.053333,0.13321925,65.11402075,0.7275,2.43925,1.8765,0.0185,0.4625,0.16525,0.14875,0.01375,1.47475,0.032,0.314,0.76775,-999,1529,3
"267","BONDVILLE",2011-06-08,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0619,0.0857,NA,0.68,0.0698,5.05,0.2338,5.2093,0.0065,0.351,1.039559,159,0.5929215,0.3292595,0.235226,0.1983935,1.3627805,0.5935,0.33095,0.2347,0.19335,0.5529,0.2881,0.19005,0.14785,0.0406,0.0428,0.0447,0.04555,1.3658955,0.91015,0.839,0.72885,0.65705,0.053494,0.0534465,0.063786,0.066411,-0.2375415,1.5386,1.5618,1.5738,1.5799,0.0153905,0.0268705,0.047767,0.0618045,0.6811175,0.607133,0.571723,0.5558985,0.664359,0.573199,0.5090655,0.4635705,1.024845,0.921198,0.9017365,0.8904615,212,-88.371944,40.053333,0.5929215,56.542023,0.682,3.2765,2.549,0.0585,0.4605,0.1675,0.1515,0.0595,1.597,0.1175,0.283,0.7295,-999,1529,3
"268","BONDVILLE",2011-08-07,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0172,0.0809,NA,0.3,0.0144,1.27,0.0416,2.192,0.0011,0.4316,0.310273,219,0.1120095,0.078377,0.071943,0.071289,0.711192,0.11555,0.07875,0.07225,0.0657,0.10415,0.067,0.0602,0.05355,0.01135,0.0118,0.01205,0.01215,0.7581185,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6604115,0.604997,0.5755465,0.5714005,0.627496,0.5334835,0.457742,0.41588,1.104042,1.003002,0.9589805,0.938636,212,-88.371944,40.053333,0.1120095,65.4168365,0.677,3.34,2.5935,0.0175,0.5345,0.154,0.1355,0.0105,1.618,0.028,0.3295,1.035,-999,1529,3
"269","BONDVILLE",2011-08-10,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0285,0.351,NA,0.2,0.0303,0.99,0.0974,0.4742,0.0018,0.1053,0.954174,222,0.104065,0.049292,0.03271175,0.028987,1.700293,0.104325,0.05085,0.033125,0.0265,0.09415,0.040075,0.021825,0.01495,0.010175,0.0108,0.0113,0.01155,1.680037,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.67512675,0.6021155,0.5809945,0.57962225,0.65050275,0.544719,0.475629,0.43101825,0.95562525,0.8402385,0.80323175,0.786147,212,-88.371944,40.053333,0.104065,65.17057425,0.63675,3.3235,2.6665,0.01525,0.44625,0.1515,0.138,0.0115,1.625,0.027,0.3,0.86825,-999,1529,3
"270","BONDVILLE",2011-08-13,"ISWS CLIMATE STATION",40.05278,-88.37251,"Illinois",0.0277,0.0477,NA,0.44,0.0274,1.05,0.0564,3.8935,0.0018,0.4546,0.348927,225,0.2781185,0.11481,0.0668845,0.0500275,2.094696,0.2786,0.1154,0.0667,0.04875,0.2667,0.1027,0.0532,0.03485,0.0119,0.0127,0.0135,0.0139,2.0997795,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.673317,0.5789465,0.5305295,0.5132445,0.6649485,0.552465,0.468525,0.409667,0.919606,0.822134,0.7930955,0.7821535,212,-88.371944,40.053333,0.2781185,72.7601665,0.661,2.9055,2.3195,0.016,0.4115,0.1525,0.1405,0.036,1.4535,0.052,0.1995,0.383,-999,1529,3
