Site_Name,Date,EPA_Site_Name,PM25,Day_of_Year,Day_of_Year(Fraction),AOD_Coincident_Input[440nm],AOD_Coincident_Input[675nm],AOD_Coincident_Input[870nm],AOD_Coincident_Input[1020nm],Angstrom_Exponent_440-870nm_from_Coincident_Input_AOD,AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],AOD_Extinction-Fine[440nm],AOD_Extinction-Fine[675nm],AOD_Extinction-Fine[870nm],AOD_Extinction-Fine[1020nm],AOD_Extinction-Coarse[440nm],AOD_Extinction-Coarse[675nm],AOD_Extinction-Coarse[870nm],AOD_Extinction-Coarse[1020nm],Extinction_Angstrom_Exponent_440-870nm-Total,Single_Scattering_Albedo[440nm],Single_Scattering_Albedo[675nm],Single_Scattering_Albedo[870nm],Single_Scattering_Albedo[1020nm],Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Asymmetry_Factor-Total[440nm],Asymmetry_Factor-Total[675nm],Asymmetry_Factor-Total[870nm],Asymmetry_Factor-Total[1020nm],Asymmetry_Factor-Fine[440nm],Asymmetry_Factor-Fine[675nm],Asymmetry_Factor-Fine[870nm],Asymmetry_Factor-Fine[1020nm],Asymmetry_Factor-Coarse[440nm],Asymmetry_Factor-Coarse[675nm],Asymmetry_Factor-Coarse[870nm],Asymmetry_Factor-Coarse[1020nm],Sphericity_Factor(%),VolC-T,REff-T,VMR-T,Std-T,VolC-F,REff-F,VMR-F,Std-F,VolC-C,REff-C,VMR-C,Std-C,Solar_Zenith_Angle_for_Measurement_Start(Degrees),Latitude(Degrees),Longitude(Degrees),Elevation(m),N,flag
Fresno_2,2/22/17,Fresno - Garland,3.1875,53,53.702801,0.029717,0.01985,0.0176585,0.0065195,0.784201,0.03005,0.02155,0.0185,0.0171,0.0195,0.00955,0.0057,0.004,0.01055,0.012,0.0128,0.0131,0.7236775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7225965,0.6968205,0.690021,0.6921915,0.6873175,0.6267035,0.5677645,0.523103,0.796033,0.75381,0.7437195,0.742121,-999,0.0115,0.569,1.1995,1.163,0.0025,0.168,0.189,0.4785,0.009,1.527,1.9555,0.711,66.329091,36.78537,-119.77302,100,1202,3
Fresno_2,2/22/17,Fresno - Garland,3.1,53,53.702801,0.029717,0.01985,0.0176585,0.0065195,0.784201,0.03005,0.02155,0.0185,0.0171,0.0195,0.00955,0.0057,0.004,0.01055,0.012,0.0128,0.0131,0.7236775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7225965,0.6968205,0.690021,0.6921915,0.6873175,0.6267035,0.5677645,0.523103,0.796033,0.75381,0.7437195,0.742121,-999,0.0115,0.569,1.1995,1.163,0.0025,0.168,0.189,0.4785,0.009,1.527,1.9555,0.711,66.329091,36.78537,-119.77302,100,1202,3
Fresno_2,2/22/17,Fresno - Garland,1.075,53,53.702801,0.029717,0.01985,0.0176585,0.0065195,0.784201,0.03005,0.02155,0.0185,0.0171,0.0195,0.00955,0.0057,0.004,0.01055,0.012,0.0128,0.0131,0.7236775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7225965,0.6968205,0.690021,0.6921915,0.6873175,0.6267035,0.5677645,0.523103,0.796033,0.75381,0.7437195,0.742121,-999,0.0115,0.569,1.1995,1.163,0.0025,0.168,0.189,0.4785,0.009,1.527,1.9555,0.711,66.329091,36.78537,-119.77302,100,1202,3
Fresno_2,2/22/17,Fresno - Garland,1,53,53.702801,0.029717,0.01985,0.0176585,0.0065195,0.784201,0.03005,0.02155,0.0185,0.0171,0.0195,0.00955,0.0057,0.004,0.01055,0.012,0.0128,0.0131,0.7236775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7225965,0.6968205,0.690021,0.6921915,0.6873175,0.6267035,0.5677645,0.523103,0.796033,0.75381,0.7437195,0.742121,-999,0.0115,0.569,1.1995,1.163,0.0025,0.168,0.189,0.4785,0.009,1.527,1.9555,0.711,66.329091,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,6.9,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,6.7,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,11.129167,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,11.1,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,6.840909,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/24/17,Fresno - Garland,6.8,55,55.8221645,0.0647875,0.0347215,0.0240015,0.007981,1.4630535,0.06525,0.03595,0.0258,0.0215,0.0552,0.0249,0.01415,0.00955,0.01005,0.011,0.01165,0.012,1.356373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6642795,0.6145415,0.596454,0.596,0.637133,0.556733,0.49305,0.4480925,0.845604,0.759739,0.7296055,0.718406,-999,0.0175,0.3845,1.0815,1.4745,0.0055,0.1435,0.1575,0.4425,0.012,2.016,2.703,0.735,58.0268665,36.78537,-119.77302,100,1202,3
Fresno_2,2/25/17,Fresno - Garland,11.9,56,56.967639,0.099931,0.050858,0.036002,0.020355,1.50899,0.1,0.0507,0.0361,0.0299,0.0859,0.0351,0.0196,0.013,0.0141,0.0156,0.0165,0.017,1.507224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.662653,0.602599,0.5819,0.584864,0.64039,0.540897,0.467106,0.41794,0.821059,0.7524,0.724601,0.715939,-999,0.024,0.297,0.744,1.496,0.01,0.136,0.148,0.424,0.014,1.766,2.326,0.744,62.234186,36.78537,-119.77302,100,1202,3
Fresno_2,2/25/17,Fresno - Garland,15.329167,56,56.967639,0.099931,0.050858,0.036002,0.020355,1.50899,0.1,0.0507,0.0361,0.0299,0.0859,0.0351,0.0196,0.013,0.0141,0.0156,0.0165,0.017,1.507224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.662653,0.602599,0.5819,0.584864,0.64039,0.540897,0.467106,0.41794,0.821059,0.7524,0.724601,0.715939,-999,0.024,0.297,0.744,1.496,0.01,0.136,0.148,0.424,0.014,1.766,2.326,0.744,62.234186,36.78537,-119.77302,100,1202,3
Fresno_2,2/25/17,Fresno - Garland,15.3,56,56.967639,0.099931,0.050858,0.036002,0.020355,1.50899,0.1,0.0507,0.0361,0.0299,0.0859,0.0351,0.0196,0.013,0.0141,0.0156,0.0165,0.017,1.507224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.662653,0.602599,0.5819,0.584864,0.64039,0.540897,0.467106,0.41794,0.821059,0.7524,0.724601,0.715939,-999,0.024,0.297,0.744,1.496,0.01,0.136,0.148,0.424,0.014,1.766,2.326,0.744,62.234186,36.78537,-119.77302,100,1202,3
Fresno_2,2/25/17,Fresno - Garland,11.370833,56,56.967639,0.099931,0.050858,0.036002,0.020355,1.50899,0.1,0.0507,0.0361,0.0299,0.0859,0.0351,0.0196,0.013,0.0141,0.0156,0.0165,0.017,1.507224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.662653,0.602599,0.5819,0.584864,0.64039,0.540897,0.467106,0.41794,0.821059,0.7524,0.724601,0.715939,-999,0.024,0.297,0.744,1.496,0.01,0.136,0.148,0.424,0.014,1.766,2.326,0.744,62.234186,36.78537,-119.77302,100,1202,3
Fresno_2,2/25/17,Fresno - Garland,11.3,56,56.967639,0.099931,0.050858,0.036002,0.020355,1.50899,0.1,0.0507,0.0361,0.0299,0.0859,0.0351,0.0196,0.013,0.0141,0.0156,0.0165,0.017,1.507224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.662653,0.602599,0.5819,0.584864,0.64039,0.540897,0.467106,0.41794,0.821059,0.7524,0.724601,0.715939,-999,0.024,0.297,0.744,1.496,0.01,0.136,0.148,0.424,0.014,1.766,2.326,0.744,62.234186,36.78537,-119.77302,100,1202,3
Fresno_2,2/26/17,Fresno - Garland,19.2,57,57.63199667,0.174323333,0.0843015,0.057060833,0.035689333,1.642528333,0.1741,0.08355,0.056816667,0.045333333,0.154733333,0.062266667,0.034216667,0.022166667,0.019333333,0.021266667,0.022566667,0.023183333,1.648320167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6853905,0.621805833,0.601582167,0.608342,0.667314167,0.568117167,0.497036833,0.450140833,0.8495285,0.784946333,0.762906,0.7598325,-999,0.043666667,0.269333333,0.628,1.481,0.022,0.143833333,0.158,0.447333333,0.021666667,1.942,2.442,0.666833333,65.2671535,36.78537,-119.77302,100,1202,3
Fresno_2,2/26/17,Fresno - Garland,22.429167,57,57.63199667,0.174323333,0.0843015,0.057060833,0.035689333,1.642528333,0.1741,0.08355,0.056816667,0.045333333,0.154733333,0.062266667,0.034216667,0.022166667,0.019333333,0.021266667,0.022566667,0.023183333,1.648320167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6853905,0.621805833,0.601582167,0.608342,0.667314167,0.568117167,0.497036833,0.450140833,0.8495285,0.784946333,0.762906,0.7598325,-999,0.043666667,0.269333333,0.628,1.481,0.022,0.143833333,0.158,0.447333333,0.021666667,1.942,2.442,0.666833333,65.2671535,36.78537,-119.77302,100,1202,3
Fresno_2,2/26/17,Fresno - Garland,22.4,57,57.63199667,0.174323333,0.0843015,0.057060833,0.035689333,1.642528333,0.1741,0.08355,0.056816667,0.045333333,0.154733333,0.062266667,0.034216667,0.022166667,0.019333333,0.021266667,0.022566667,0.023183333,1.648320167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6853905,0.621805833,0.601582167,0.608342,0.667314167,0.568117167,0.497036833,0.450140833,0.8495285,0.784946333,0.762906,0.7598325,-999,0.043666667,0.269333333,0.628,1.481,0.022,0.143833333,0.158,0.447333333,0.021666667,1.942,2.442,0.666833333,65.2671535,36.78537,-119.77302,100,1202,3
Fresno_2,2/26/17,Fresno - Garland,18.725,57,57.63199667,0.174323333,0.0843015,0.057060833,0.035689333,1.642528333,0.1741,0.08355,0.056816667,0.045333333,0.154733333,0.062266667,0.034216667,0.022166667,0.019333333,0.021266667,0.022566667,0.023183333,1.648320167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6853905,0.621805833,0.601582167,0.608342,0.667314167,0.568117167,0.497036833,0.450140833,0.8495285,0.784946333,0.762906,0.7598325,-999,0.043666667,0.269333333,0.628,1.481,0.022,0.143833333,0.158,0.447333333,0.021666667,1.942,2.442,0.666833333,65.2671535,36.78537,-119.77302,100,1202,3
Fresno_2,2/26/17,Fresno - Garland,18.7,57,57.63199667,0.174323333,0.0843015,0.057060833,0.035689333,1.642528333,0.1741,0.08355,0.056816667,0.045333333,0.154733333,0.062266667,0.034216667,0.022166667,0.019333333,0.021266667,0.022566667,0.023183333,1.648320167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6853905,0.621805833,0.601582167,0.608342,0.667314167,0.568117167,0.497036833,0.450140833,0.8495285,0.784946333,0.762906,0.7598325,-999,0.043666667,0.269333333,0.628,1.481,0.022,0.143833333,0.158,0.447333333,0.021666667,1.942,2.442,0.666833333,65.2671535,36.78537,-119.77302,100,1202,3
Fresno_2,2/27/17,Fresno - Garland,8.4,58,58.759062,0.115697,0.063664,0.043101,0.020698,1.445898,0.1176,0.064,0.0454,0.0378,0.0999,0.0441,0.0243,0.0162,0.0178,0.0199,0.0211,0.0217,1.401618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.686623,0.62021,0.597401,0.597347,0.671161,0.57049,0.494159,0.440418,0.78055,0.732977,0.718041,0.715216,-999,0.028,0.288,0.61,1.359,0.013,0.147,0.161,0.424,0.015,1.493,1.879,0.695,52.748165,36.78537,-119.77302,100,1202,3
Fresno_2,2/27/17,Fresno - Garland,11.5,58,58.759062,0.115697,0.063664,0.043101,0.020698,1.445898,0.1176,0.064,0.0454,0.0378,0.0999,0.0441,0.0243,0.0162,0.0178,0.0199,0.0211,0.0217,1.401618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.686623,0.62021,0.597401,0.597347,0.671161,0.57049,0.494159,0.440418,0.78055,0.732977,0.718041,0.715216,-999,0.028,0.288,0.61,1.359,0.013,0.147,0.161,0.424,0.015,1.493,1.879,0.695,52.748165,36.78537,-119.77302,100,1202,3
Fresno_2,2/27/17,Fresno - Garland,11.5,58,58.759062,0.115697,0.063664,0.043101,0.020698,1.445898,0.1176,0.064,0.0454,0.0378,0.0999,0.0441,0.0243,0.0162,0.0178,0.0199,0.0211,0.0217,1.401618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.686623,0.62021,0.597401,0.597347,0.671161,0.57049,0.494159,0.440418,0.78055,0.732977,0.718041,0.715216,-999,0.028,0.288,0.61,1.359,0.013,0.147,0.161,0.424,0.015,1.493,1.879,0.695,52.748165,36.78537,-119.77302,100,1202,3
Fresno_2,2/27/17,Fresno - Garland,8.881818,58,58.759062,0.115697,0.063664,0.043101,0.020698,1.445898,0.1176,0.064,0.0454,0.0378,0.0999,0.0441,0.0243,0.0162,0.0178,0.0199,0.0211,0.0217,1.401618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.686623,0.62021,0.597401,0.597347,0.671161,0.57049,0.494159,0.440418,0.78055,0.732977,0.718041,0.715216,-999,0.028,0.288,0.61,1.359,0.013,0.147,0.161,0.424,0.015,1.493,1.879,0.695,52.748165,36.78537,-119.77302,100,1202,3
Fresno_2,2/27/17,Fresno - Garland,8.8,58,58.759062,0.115697,0.063664,0.043101,0.020698,1.445898,0.1176,0.064,0.0454,0.0378,0.0999,0.0441,0.0243,0.0162,0.0178,0.0199,0.0211,0.0217,1.401618,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.686623,0.62021,0.597401,0.597347,0.671161,0.57049,0.494159,0.440418,0.78055,0.732977,0.718041,0.715216,-999,0.028,0.288,0.61,1.359,0.013,0.147,0.161,0.424,0.015,1.493,1.879,0.695,52.748165,36.78537,-119.77302,100,1202,3
Fresno_2,2/28/17,Fresno - Garland,5.4,59,59.7489074,0.0513558,0.0306724,0.0217112,0.00696,1.2607542,0.05156,0.03008,0.02286,0.01992,0.04114,0.0184,0.0104,0.0071,0.01044,0.01168,0.01244,0.01282,1.1992238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681065,0.6391512,0.6300248,0.6339164,0.652443,0.5744754,0.5132058,0.4692918,0.8160456,0.7509924,0.7331048,0.7280018,-999,0.0146,0.3726,0.9126,1.3758,0.0048,0.1462,0.1618,0.4622,0.0098,1.6182,2.1318,0.7404,62.1865894,36.78537,-119.77302,100,1202,3
Fresno_2,2/28/17,Fresno - Garland,9.458333,59,59.7489074,0.0513558,0.0306724,0.0217112,0.00696,1.2607542,0.05156,0.03008,0.02286,0.01992,0.04114,0.0184,0.0104,0.0071,0.01044,0.01168,0.01244,0.01282,1.1992238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681065,0.6391512,0.6300248,0.6339164,0.652443,0.5744754,0.5132058,0.4692918,0.8160456,0.7509924,0.7331048,0.7280018,-999,0.0146,0.3726,0.9126,1.3758,0.0048,0.1462,0.1618,0.4622,0.0098,1.6182,2.1318,0.7404,62.1865894,36.78537,-119.77302,100,1202,3
Fresno_2,2/28/17,Fresno - Garland,9.4,59,59.7489074,0.0513558,0.0306724,0.0217112,0.00696,1.2607542,0.05156,0.03008,0.02286,0.01992,0.04114,0.0184,0.0104,0.0071,0.01044,0.01168,0.01244,0.01282,1.1992238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681065,0.6391512,0.6300248,0.6339164,0.652443,0.5744754,0.5132058,0.4692918,0.8160456,0.7509924,0.7331048,0.7280018,-999,0.0146,0.3726,0.9126,1.3758,0.0048,0.1462,0.1618,0.4622,0.0098,1.6182,2.1318,0.7404,62.1865894,36.78537,-119.77302,100,1202,3
Fresno_2,2/28/17,Fresno - Garland,4.795833,59,59.7489074,0.0513558,0.0306724,0.0217112,0.00696,1.2607542,0.05156,0.03008,0.02286,0.01992,0.04114,0.0184,0.0104,0.0071,0.01044,0.01168,0.01244,0.01282,1.1992238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681065,0.6391512,0.6300248,0.6339164,0.652443,0.5744754,0.5132058,0.4692918,0.8160456,0.7509924,0.7331048,0.7280018,-999,0.0146,0.3726,0.9126,1.3758,0.0048,0.1462,0.1618,0.4622,0.0098,1.6182,2.1318,0.7404,62.1865894,36.78537,-119.77302,100,1202,3
Fresno_2,2/28/17,Fresno - Garland,4.7,59,59.7489074,0.0513558,0.0306724,0.0217112,0.00696,1.2607542,0.05156,0.03008,0.02286,0.01992,0.04114,0.0184,0.0104,0.0071,0.01044,0.01168,0.01244,0.01282,1.1992238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.681065,0.6391512,0.6300248,0.6339164,0.652443,0.5744754,0.5132058,0.4692918,0.8160456,0.7509924,0.7331048,0.7280018,-999,0.0146,0.3726,0.9126,1.3758,0.0048,0.1462,0.1618,0.4622,0.0098,1.6182,2.1318,0.7404,62.1865894,36.78537,-119.77302,100,1202,3
Fresno_2,3/1/17,Fresno - Garland,11.3,60,60.67526033,0.106045833,0.054123667,0.038278833,0.0219865,1.504143,0.106116667,0.053783333,0.03925,0.033316667,0.0888,0.0347,0.019183333,0.01275,0.017316667,0.019083333,0.020083333,0.0206,1.4758675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.655232333,0.6026955,0.5953605,0.606266167,0.622787333,0.5151935,0.445046833,0.401305,0.858832167,0.779226,0.747515667,0.736697,-999,0.030833333,0.3035,0.852333333,1.536333333,0.0115,0.1265,0.1375,0.4245,0.0195,1.918166667,2.527833333,0.729166667,61.06313867,36.78537,-119.77302,100,1202,3
Fresno_2,3/1/17,Fresno - Garland,14.475,60,60.67526033,0.106045833,0.054123667,0.038278833,0.0219865,1.504143,0.106116667,0.053783333,0.03925,0.033316667,0.0888,0.0347,0.019183333,0.01275,0.017316667,0.019083333,0.020083333,0.0206,1.4758675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.655232333,0.6026955,0.5953605,0.606266167,0.622787333,0.5151935,0.445046833,0.401305,0.858832167,0.779226,0.747515667,0.736697,-999,0.030833333,0.3035,0.852333333,1.536333333,0.0115,0.1265,0.1375,0.4245,0.0195,1.918166667,2.527833333,0.729166667,61.06313867,36.78537,-119.77302,100,1202,3
Fresno_2,3/1/17,Fresno - Garland,14.4,60,60.67526033,0.106045833,0.054123667,0.038278833,0.0219865,1.504143,0.106116667,0.053783333,0.03925,0.033316667,0.0888,0.0347,0.019183333,0.01275,0.017316667,0.019083333,0.020083333,0.0206,1.4758675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.655232333,0.6026955,0.5953605,0.606266167,0.622787333,0.5151935,0.445046833,0.401305,0.858832167,0.779226,0.747515667,0.736697,-999,0.030833333,0.3035,0.852333333,1.536333333,0.0115,0.1265,0.1375,0.4245,0.0195,1.918166667,2.527833333,0.729166667,61.06313867,36.78537,-119.77302,100,1202,3
Fresno_2,3/1/17,Fresno - Garland,9.958333,60,60.67526033,0.106045833,0.054123667,0.038278833,0.0219865,1.504143,0.106116667,0.053783333,0.03925,0.033316667,0.0888,0.0347,0.019183333,0.01275,0.017316667,0.019083333,0.020083333,0.0206,1.4758675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.655232333,0.6026955,0.5953605,0.606266167,0.622787333,0.5151935,0.445046833,0.401305,0.858832167,0.779226,0.747515667,0.736697,-999,0.030833333,0.3035,0.852333333,1.536333333,0.0115,0.1265,0.1375,0.4245,0.0195,1.918166667,2.527833333,0.729166667,61.06313867,36.78537,-119.77302,100,1202,3
Fresno_2,3/1/17,Fresno - Garland,9.9,60,60.67526033,0.106045833,0.054123667,0.038278833,0.0219865,1.504143,0.106116667,0.053783333,0.03925,0.033316667,0.0888,0.0347,0.019183333,0.01275,0.017316667,0.019083333,0.020083333,0.0206,1.4758675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.655232333,0.6026955,0.5953605,0.606266167,0.622787333,0.5151935,0.445046833,0.401305,0.858832167,0.779226,0.747515667,0.736697,-999,0.030833333,0.3035,0.852333333,1.536333333,0.0115,0.1265,0.1375,0.4245,0.0195,1.918166667,2.527833333,0.729166667,61.06313867,36.78537,-119.77302,100,1202,3
Fresno_2,3/2/17,Fresno - Garland,12.2,61,61.53960925,0.08059575,0.04330225,0.031157,0.0164625,1.4025185,0.080775,0.0432,0.031575,0.02685,0.067,0.028,0.0155,0.01035,0.013775,0.0152,0.016075,0.0165,1.389018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.663724,0.6133335,0.60330225,0.61023375,0.63336,0.5381365,0.47075,0.42607225,0.842119,0.765186,0.73767575,0.72863975,-999,0.021,0.32875,0.8545,1.46075,0.0075,0.1345,0.14725,0.439,0.0135,1.75275,2.28825,0.7295,63.0729495,36.78537,-119.77302,100,1202,3
Fresno_2,3/2/17,Fresno - Garland,15.15,61,61.53960925,0.08059575,0.04330225,0.031157,0.0164625,1.4025185,0.080775,0.0432,0.031575,0.02685,0.067,0.028,0.0155,0.01035,0.013775,0.0152,0.016075,0.0165,1.389018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.663724,0.6133335,0.60330225,0.61023375,0.63336,0.5381365,0.47075,0.42607225,0.842119,0.765186,0.73767575,0.72863975,-999,0.021,0.32875,0.8545,1.46075,0.0075,0.1345,0.14725,0.439,0.0135,1.75275,2.28825,0.7295,63.0729495,36.78537,-119.77302,100,1202,3
Fresno_2,3/2/17,Fresno - Garland,15.1,61,61.53960925,0.08059575,0.04330225,0.031157,0.0164625,1.4025185,0.080775,0.0432,0.031575,0.02685,0.067,0.028,0.0155,0.01035,0.013775,0.0152,0.016075,0.0165,1.389018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.663724,0.6133335,0.60330225,0.61023375,0.63336,0.5381365,0.47075,0.42607225,0.842119,0.765186,0.73767575,0.72863975,-999,0.021,0.32875,0.8545,1.46075,0.0075,0.1345,0.14725,0.439,0.0135,1.75275,2.28825,0.7295,63.0729495,36.78537,-119.77302,100,1202,3
Fresno_2,3/2/17,Fresno - Garland,12.266667,61,61.53960925,0.08059575,0.04330225,0.031157,0.0164625,1.4025185,0.080775,0.0432,0.031575,0.02685,0.067,0.028,0.0155,0.01035,0.013775,0.0152,0.016075,0.0165,1.389018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.663724,0.6133335,0.60330225,0.61023375,0.63336,0.5381365,0.47075,0.42607225,0.842119,0.765186,0.73767575,0.72863975,-999,0.021,0.32875,0.8545,1.46075,0.0075,0.1345,0.14725,0.439,0.0135,1.75275,2.28825,0.7295,63.0729495,36.78537,-119.77302,100,1202,3
