Site_Name,Date,EPA_Site_Name,PM25,Day_of_Year,Day_of_Year(Fraction),AOD_Coincident_Input[440nm],AOD_Coincident_Input[675nm],AOD_Coincident_Input[870nm],AOD_Coincident_Input[1020nm],Angstrom_Exponent_440-870nm_from_Coincident_Input_AOD,AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],AOD_Extinction-Fine[440nm],AOD_Extinction-Fine[675nm],AOD_Extinction-Fine[870nm],AOD_Extinction-Fine[1020nm],AOD_Extinction-Coarse[440nm],AOD_Extinction-Coarse[675nm],AOD_Extinction-Coarse[870nm],AOD_Extinction-Coarse[1020nm],Extinction_Angstrom_Exponent_440-870nm-Total,Single_Scattering_Albedo[440nm],Single_Scattering_Albedo[675nm],Single_Scattering_Albedo[870nm],Single_Scattering_Albedo[1020nm],Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Asymmetry_Factor-Total[440nm],Asymmetry_Factor-Total[675nm],Asymmetry_Factor-Total[870nm],Asymmetry_Factor-Total[1020nm],Asymmetry_Factor-Fine[440nm],Asymmetry_Factor-Fine[675nm],Asymmetry_Factor-Fine[870nm],Asymmetry_Factor-Fine[1020nm],Asymmetry_Factor-Coarse[440nm],Asymmetry_Factor-Coarse[675nm],Asymmetry_Factor-Coarse[870nm],Asymmetry_Factor-Coarse[1020nm],Sphericity_Factor(%),VolC-T,REff-T,VMR-T,Std-T,VolC-F,REff-F,VMR-F,Std-F,VolC-C,REff-C,VMR-C,Std-C,Solar_Zenith_Angle_for_Measurement_Start(Degrees),Latitude(Degrees),Longitude(Degrees),Elevation(m),N,flag
Bakersfield,5/10/13,Bakersfield-Airport (Planz),22.7,130,130.989734,0.208326,0.10295,0.080282,0.065501,1.425743,0.2088,0.1063,0.0796,0.0692,0.1669,0.0612,0.0324,0.021,0.0419,0.0451,0.0472,0.0482,1.432729,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.679715,0.630617,0.623276,0.63298,0.634446,0.518542,0.434172,0.380859,0.888465,0.790541,0.757486,0.74544,-999,0.076,0.475,1.508,1.465,0.018,0.135,0.145,0.386,0.057,2.473,3.201,0.678,54.070935,35.331506,-119.000008,108,514,2
Bakersfield,5/13/13,Bakersfield-Airport (Planz),21.7,133,133.349815,0.159125333,0.075763333,0.06013,0.046230667,1.463323333,0.160366667,0.078466667,0.0582,0.050333333,0.129933333,0.045466667,0.023866667,0.015533333,0.0304,0.033,0.034333333,0.0348,1.509383667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.685775333,0.646457667,0.645714667,0.658409,0.636759333,0.523484,0.439933667,0.386971333,0.959328333,0.838549,0.80198,0.786733,-999,0.058333333,0.461666667,1.478666667,1.478,0.014666667,0.135333333,0.145666667,0.391,0.043666667,2.531333333,3.245333333,0.661,61.59962,35.331506,-119.000008,108,514,2
Bakersfield,5/16/13,Bakersfield-Airport (Planz),10.8,136,136.0125,0.118855,0.067847,0.055576,0.044344,1.136272,0.1193,0.0701,0.0545,0.0478,0.093,0.0407,0.0236,0.0162,0.0263,0.0294,0.031,0.0315,1.159869,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.723725,0.684915,0.672137,0.672929,0.682519,0.605536,0.533383,0.480102,0.935413,0.816316,0.790846,0.779531,-999,0.041,0.535,1.423,1.37,0.01,0.163,0.178,0.43,0.031,2.031,2.779,0.765,60.126882,35.331506,-119.000008,108,514,2
Bakersfield,5/19/13,Bakersfield-Airport (Planz),30,139,139.4830208,0.1032835,0.05825725,0.05084175,0.0462595,1.08745825,0.1042,0.062175,0.051575,0.047625,0.071175,0.02645,0.01415,0.009425,0.033,0.035725,0.0374,0.0382,1.06251875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.648693,0.63186475,0.6508235,0.6654805,0.5593565,0.454136,0.41080475,0.38868825,0.8653005,0.77129075,0.74510275,0.73573225,-999,0.05025,0.421,1.399,1.5075,0.01125,0.108,0.11725,0.431,0.0385,2.24775,2.93175,0.6975,60.72787525,35.331506,-119.000008,108,514,2
Bakersfield,5/22/13,Bakersfield-Airport (Planz),9,142,142.6539585,0.151665,0.11024,0.1004175,0.0973155,0.620111,0.15385,0.1134,0.103,0.0988,0.0813,0.03305,0.0182,0.01245,0.07255,0.0804,0.0848,0.08635,0.601676,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6897155,0.6900365,0.7074275,0.716866,0.5754275,0.51537,0.4923325,0.4748005,0.8269725,0.762464,0.7536925,0.751815,-999,0.0815,0.456,1.384,1.3575,0.015,0.1035,0.117,0.536,0.0665,1.825,2.3985,0.7285,56.437929,35.331506,-119.000008,108,514,2
Bakersfield,5/25/13,Bakersfield-Airport (Planz),10.6,145,145.506059,0.111943,0.071871,0.06504,0.057767,0.818571,0.11305,0.07455,0.0646,0.06055,0.07005,0.0278,0.01585,0.0109,0.043,0.04675,0.04875,0.0496,0.832412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.768258,0.7217815,0.711133,0.709958,0.671307,0.57674,0.503993,0.4554195,0.982199,0.813084,0.780764,0.7673955,-999,0.068,0.8135,2.2005,1.1995,0.0085,0.1465,0.161,0.4465,0.0595,2.486,3.236,0.681,57.151841,35.331506,-119.000008,108,514,2
Bakersfield,5/31/13,Bakersfield-Airport (Planz),14.6,151,151.4407947,0.096455,0.056201667,0.050449,0.045808333,0.967719667,0.097133333,0.0606,0.0515,0.0483,0.061933333,0.022966667,0.0121,0.008133333,0.0352,0.037633333,0.039366667,0.0402,0.935375333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.673484333,0.658053667,0.672915333,0.681712333,0.556741667,0.458268667,0.41836,0.397137667,0.907414333,0.784590333,0.753948,0.741034667,-999,0.055333333,0.553666667,1.812333333,1.390333333,0.009666667,0.108,0.117666667,0.441,0.045666667,2.486,3.165333333,0.651,57.72368433,35.331506,-119.000008,108,514,2
Bakersfield,6/3/13,Bakersfield-Airport (Planz),15.8,154,154.6360107,0.166297,0.100443667,0.087590333,0.079194333,0.968725333,0.168033333,0.1036,0.087266667,0.081133333,0.109633333,0.040866667,0.021933333,0.014466667,0.058466667,0.062733333,0.065333333,0.066666667,0.981872667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.611158,0.615537,0.643159,0.661905,0.472384667,0.379818,0.360271,0.356057,0.898845,0.773768667,0.741083667,0.730407667,-999,0.1,0.279333333,1.165,1.689,0.028333333,0.082666667,0.088666667,0.421,0.072,2.393,3.082333333,0.668666667,61.02833467,35.331506,-119.000008,108,514,2
Bakersfield,6/6/13,Bakersfield-Airport (Planz),19.8,157,157.419159,0.275931,0.158577,0.131820167,0.117322667,1.102556667,0.278266667,0.161016667,0.131783333,0.119866667,0.195166667,0.072183333,0.039516667,0.025933333,0.083083333,0.08885,0.092283333,0.093933333,1.114387,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.676758333,0.6397965,0.646903667,0.661175167,0.578880667,0.439201833,0.368237167,0.330419833,0.947127,0.806939167,0.7679315,0.753297,-999,0.148833333,0.4215,1.413,1.506,0.039166667,0.109666667,0.117333333,0.3845,0.1095,2.5145,3.1135,0.612333333,62.14096517,35.331506,-119.000008,108,514,2
Bakersfield,6/9/13,Bakersfield-Airport (Planz),24.6,160,160.011094,0.305319,0.1513295,0.1226145,0.0994,1.3698875,0.3077,0.15405,0.119,0.10605,0.2338,0.07555,0.03755,0.02305,0.07395,0.0785,0.08145,0.083,1.4171265,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6666785,0.6323995,0.6489825,0.6721475,0.591934,0.4446775,0.3608535,0.3146405,0.9684695,0.831124,0.789948,0.774826,-999,0.135,0.4685,1.5925,1.4405,0.029,0.1165,0.124,0.3555,0.1065,2.637,3.196,0.5835,57.2531185,35.331506,-119.000008,108,514,2
Bakersfield,6/12/13,Bakersfield-Airport (Planz),17,163,163.011736,0.129505,0.072178,0.064396,0.05392,1.0613055,0.12865,0.0769,0.0639,0.0592,0.08515,0.03095,0.01615,0.0105,0.0435,0.046,0.04775,0.0487,1.0447815,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.693895,0.662141,0.6613115,0.6670145,0.5980655,0.4865095,0.4174015,0.3764145,0.9235655,0.7874115,0.7469995,0.731393,-999,0.0715,0.711,2.087,1.215,0.0095,0.121,0.131,0.414,0.0625,2.566,3.1465,0.604,57.2138685,35.331506,-119.000008,108,514,2
Bakersfield,6/15/13,Bakersfield-Airport (Planz),12.8,166,166.661748,0.122806,0.071467,0.059959,0.053625,1.074734,0.1228,0.0741,0.0605,0.0555,0.0831,0.032,0.0167,0.0111,0.0397,0.0421,0.0437,0.0445,1.054053,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.669192,0.644119,0.653612,0.66196,0.580981,0.476662,0.423066,0.3922,0.866346,0.774274,0.743124,0.729965,-999,0.065,0.626,2.056,1.299,0.01,0.114,0.125,0.446,0.056,2.68,3.317,0.611,53.591739,35.331506,-119.000008,108,514,2
Bakersfield,6/18/13,Bakersfield-Airport (Planz),10,169,169.32318,0.06485175,0.04252225,0.041608,0.0379865,0.69252825,0.065325,0.0464,0.041725,0.03995,0.03455,0.013575,0.0076,0.00515,0.03075,0.0328,0.034175,0.0348,0.67698075,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.74970675,0.71295425,0.71573975,0.71569325,0.5778555,0.4802255,0.437151,0.4134875,0.99460975,0.81444275,0.77815975,0.76017775,-999,0.04875,0.875,2.42325,1.193,0.005,0.11925,0.13125,0.4445,0.0435,2.70325,3.4225,0.63675,59.56097525,35.331506,-119.000008,108,514,2
Bakersfield,6/21/13,Bakersfield-Airport (Planz),9.9,172,172.013617,0.071897,0.0495415,0.0480795,0.043252,0.6188965,0.0728,0.05315,0.04835,0.0465,0.0359,0.01395,0.00785,0.00535,0.0369,0.03915,0.04055,0.0412,0.6134735,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.837666,0.7702615,0.752281,0.746358,0.667786,0.558707,0.478744,0.426149,1.067286,0.8521125,0.808049,0.7898065,-999,0.0605,1.199,2.767,0.9805,0.0045,0.1405,0.154,0.432,0.056,2.867,3.4605,0.5715,57.233839,35.331506,-119.000008,108,514,2
Bakersfield,6/27/13,Bakersfield-Airport (Planz),13.7,178,178.0143925,0.0894125,0.04827,0.047279,0.039881,0.9882095,0.087,0.05345,0.04525,0.04225,0.054,0.0189,0.00975,0.0063,0.033,0.03455,0.0355,0.0359,0.9789995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7533745,0.7169275,0.716435,0.7146855,0.59251,0.4607545,0.3852155,0.342352,1.144454,0.8792635,0.8166855,0.7848485,-999,0.0635,0.9435,2.8185,1.1165,0.006,0.116,0.1245,0.3925,0.0575,3.246,3.8465,0.5385,57.2546055,35.331506,-119.000008,108,514,2
Bakersfield,6/30/13,Bakersfield-Airport (Planz),14.2,181,181.663854,0.48298,0.233124,0.153723,0.112724,1.683082,0.4845,0.2335,0.1531,0.1178,0.4415,0.1874,0.105,0.0686,0.043,0.0461,0.0481,0.0492,1.692927,0.9792,0.9733,0.9691,0.9664,0.010077,0.006232,0.004729,0.003963,1.112059,1.33,1.3719,1.3991,1.4047,0.001431,0.001404,0.001408,0.001408,0.652515,0.53695,0.511039,0.523118,0.629072,0.467542,0.384526,0.339203,0.922098,0.832535,0.79439,0.780815,-999,0.191,0.168,0.333,1.52,0.132,0.118,0.126,0.377,0.059,2.353,2.873,0.623,53.715387,35.331506,-119.000008,108,514,2
Bakersfield,12/12/13,Bakersfield-Airport (Planz),49.3,346,346.765933,0.1586592,0.0875146,0.0608258,0.0506836,1.4049012,0.15884,0.09082,0.061,0.04702,0.15078,0.08248,0.0524,0.0383,0.00806,0.00836,0.0086,0.00872,1.3936936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7225972,0.6398872,0.588876,0.5610872,0.7091252,0.616871,0.5498996,0.5046104,1.123125,0.9532774,0.8987736,0.8708246,-999,0.0376,0.2962,0.6966,1.4616,0.023,0.1706,0.1896,0.467,0.0146,3.1448,3.662,0.5396,66.1699842,35.331506,-119.000008,108,514,2
Bakersfield,12/13/13,Bakersfield-Airport (Planz),51.3,347,347.8485995,0.312149,0.1892,0.128973,0.1008505,1.2850475,0.31325,0.1924,0.130375,0.1005,0.29475,0.17325,0.11075,0.08055,0.018475,0.019125,0.019625,0.019925,1.27240675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.70305325,0.670636,0.63092425,0.60522325,0.688389,0.651178,0.5996635,0.55991475,1.08893925,0.9113,0.86071825,0.8344645,-999,0.06325,0.41325,0.98825,1.45475,0.02975,0.2095,0.231,0.4375,0.0335,3.03925,3.5705,0.5555,61.02125325,35.331506,-119.000008,108,514,2
Bakersfield,12/15/13,Bakersfield-Airport (Planz),83.6,349,349.745081,0.270658667,0.188939333,0.134332667,0.105255667,1.007994,0.270933333,0.190233333,0.1344,0.104433333,0.262133333,0.1811,0.125066667,0.0951,0.008833333,0.009133333,0.0093,0.009366667,1.007341333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.697971667,0.671709333,0.636967333,0.609697333,0.689973,0.663171333,0.624013333,0.591669333,1.063472333,0.892156,0.858420667,0.83676,-999,0.043333333,0.328,0.653666667,1.373666667,0.028,0.217666667,0.25,0.496666667,0.015666667,3.188666667,3.599333333,0.496666667,65.79104133,35.331506,-119.000008,108,514,2
Bakersfield,12/21/13,Bakersfield-Airport (Planz),18.6,355,355.8095178,0.1338945,0.077361,0.059257667,0.052291333,1.204343167,0.13385,0.079516667,0.059383333,0.050083333,0.117516667,0.0614,0.040216667,0.030483333,0.0163,0.01815,0.019183333,0.0196,1.194407167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6942515,0.640288667,0.622970167,0.620462167,0.671653333,0.599524833,0.5498125,0.517124333,0.9346915,0.823516667,0.804515333,0.794186167,-999,0.036166667,0.339833333,0.819833333,1.445833333,0.0175,0.157833333,0.179166667,0.526833333,0.018333333,2.134833333,2.774166667,0.724166667,63.736653,35.331506,-119.000008,108,514,2
Bakersfield,1/20/14,Bakersfield-Airport (Planz),60.4,20,20.89043563,0.2379135,0.16462725,0.125569,0.10345,0.93196425,0.240075,0.1668,0.1260875,0.104525,0.208475,0.1341125,0.0925625,0.0704375,0.0316,0.032675,0.0335625,0.0341,0.937326375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7101465,0.696746,0.6775095,0.66703,0.67366275,0.660356625,0.629838125,0.60674625,1.087152,0.8884365,0.84140225,0.81709,-999,0.08225,0.64775,1.67225,1.320875,0.023875,0.220375,0.255625,0.53725,0.058375,3.094625,3.619125,0.5405,63.882353,35.331506,-119.000008,108,514,2
Bakersfield,2/1/14,Bakersfield-Airport (Planz),17.8,32,32.87893529,0.113338429,0.055021143,0.042464143,0.038983714,1.462481143,0.112471429,0.057814286,0.041857143,0.035742857,0.094371429,0.0379,0.020914286,0.014414286,0.0181,0.0199,0.020957143,0.021328571,1.454906,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.661533714,0.620268143,0.625460571,0.636464143,0.617392143,0.524255571,0.464067143,0.424970714,0.979310286,0.837473429,0.805232571,0.789744286,-999,0.035,0.407285714,1.339142857,1.568857143,0.010571429,0.129714286,0.142285714,0.446571429,0.024714286,2.430428571,3.312857143,0.729857143,59.666828,35.331506,-119.000008,108,514,2
Bakersfield,2/16/14,Bakersfield-Airport (Planz),30.9,47,47.966956,0.157742,0.075394,0.052728,0.042898,1.620998,0.158,0.0787,0.0528,0.0418,0.1458,0.0658,0.0391,0.0276,0.0122,0.013,0.0138,0.0142,1.611317,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.705794,0.661488,0.62189,0.603161,0.690363,0.63071,0.561728,0.509452,0.992238,0.869071,0.829723,0.812425,-999,0.031,0.362,0.855,1.466,0.015,0.182,0.199,0.422,0.017,2.359,2.99,0.672,64.056976,35.331506,-119.000008,108,514,2
Bakersfield,2/19/14,Bakersfield-Airport (Planz),17.8,50,50.758553,0.486663,0.278282,0.205185,0.172356,1.27201,0.4882,0.2803,0.2052,0.1718,0.4352,0.2233,0.1448,0.1097,0.053,0.057,0.0603,0.0621,1.275076,0.9647,0.9702,0.9557,0.9488,0.017226,0.00835,0.009093,0.008793,1.016484,1.3988,1.4189,1.4312,1.4384,0.00316,0.002235,0.003286,0.003722,0.710643,0.666754,0.659242,0.659152,0.688081,0.627044,0.598452,0.580938,0.932321,0.833615,0.812985,0.803083,-999,0.147,0.243,0.563,1.501,0.084,0.145,0.171,0.624,0.063,2.264,2.718,0.609,54.090766,35.331506,-119.000008,108,514,2
Bakersfield,2/22/14,Bakersfield-Airport (Planz),23.6,53,53.9123005,0.17140625,0.10705325,0.08416875,0.07200275,1.049026,0.172775,0.109725,0.08395,0.071525,0.149575,0.0857,0.05925,0.046325,0.0232,0.024,0.0247,0.0252,1.05977775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.69232175,0.6778415,0.66642525,0.66086025,0.65384025,0.63338425,0.610709,0.594336,1.089294,0.892034,0.840754,0.8144145,-999,0.05825,0.54525,1.5195,1.3825,0.0175,0.1875,0.2255,0.6145,0.04125,2.89325,3.46675,0.58725,59.9567795,35.331506,-119.000008,108,514,2
Bakersfield,2/25/14,Bakersfield-Airport (Planz),21,56,56.0105385,0.3039295,0.1955605,0.148683,0.1235185,1.047712,0.3058,0.1971,0.14915,0.1248,0.2568,0.1464,0.09695,0.07165,0.04895,0.0507,0.0522,0.0532,1.051297,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7127495,0.7168495,0.701509,0.6953005,0.664697,0.662164,0.629779,0.6054435,1.120703,0.933508,0.87289,0.843328,-999,0.118,0.754,1.9595,1.2505,0.0275,0.2135,0.248,0.538,0.0905,3.1415,3.647,0.525,73.010415,35.331506,-119.000008,108,514,2
Bakersfield,3/13/14,Bakersfield-Airport (Planz),11.6,72,72.969479,0.087897,0.053858,0.049743,0.046448,0.8679085,0.08885,0.0574,0.04995,0.047,0.0551,0.02135,0.01235,0.00875,0.03375,0.0361,0.03755,0.03825,0.863713,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.774332,0.738611,0.7326775,0.7291745,0.65308,0.560062,0.487741,0.4393975,1.0780825,0.8672355,0.827277,0.804365,-999,0.061,0.9705,2.587,1.122,0.006,0.141,0.1545,0.4415,0.055,2.802,3.545,0.63,58.524755,35.331506,-119.000008,108,514,2
Bakersfield,3/15/14,Bakersfield-Airport (Planz),17.1,74,74.88458333,0.170386,0.110802333,0.099040667,0.088916,0.822552667,0.171533333,0.1129,0.097266667,0.091166667,0.107766667,0.043533333,0.0246,0.016933333,0.063766667,0.069366667,0.072666667,0.074233333,0.852913,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.720346,0.686101667,0.693805667,0.701808,0.638885333,0.550744667,0.491535,0.452139333,0.89315,0.778761333,0.767998333,0.762080333,-999,0.078333333,0.581666667,1.486,1.243666667,0.013666667,0.133,0.147666667,0.472666667,0.065333333,1.911333333,2.416666667,0.682333333,57.39804833,35.331506,-119.000008,108,514,2
Bakersfield,3/24/14,Bakersfield-Airport (Planz),16.5,83,83.8250755,0.2038915,0.119788,0.0982345,0.0867315,1.09039,0.20545,0.1223,0.0972,0.0869,0.15035,0.063,0.0352,0.0237,0.05515,0.05935,0.062,0.0632,1.1108945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.668257,0.633643,0.646967,0.661205,0.5810185,0.47774,0.424888,0.3940235,0.962671,0.813485,0.781374,0.76583,-999,0.103,0.471,1.6115,1.558,0.025,0.1165,0.1265,0.426,0.079,2.6345,3.5095,0.6985,56.623324,35.331506,-119.000008,108,514,2
Bakersfield,4/11/14,Bakersfield-Airport (Planz),19.3,101,101.97434,0.184568,0.103252,0.085699,0.072057,1.15041,0.1854,0.1052,0.084,0.0754,0.1394,0.056,0.0324,0.0228,0.046,0.0492,0.0515,0.0526,1.179225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.694385,0.670965,0.671049,0.674592,0.62097,0.538696,0.476495,0.43527,1.037259,0.866327,0.820303,0.794044,-999,0.084,0.641,2,1.322,0.014,0.134,0.147,0.451,0.07,2.605,3.356,0.658,53.960871,35.331506,-119.000008,108,514,2
Bakersfield,4/12/14,Bakersfield-Airport (Planz),17.2,102,102.7628397,0.216680167,0.122312667,0.093307333,0.080433833,1.235579667,0.217933333,0.123633333,0.093,0.07965,0.178483333,0.08095,0.04845,0.034316667,0.039516667,0.042683333,0.044533333,0.045333333,1.249757333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.671224,0.622074667,0.619917667,0.628383333,0.619714333,0.519349,0.462457,0.4281395,0.950088333,0.834764,0.801320833,0.784341833,-999,0.094,0.334166667,0.970166667,1.601333333,0.043166667,0.125166667,0.137,0.447166667,0.050666667,2.4085,3.136333333,0.692833333,61.88409933,35.331506,-119.000008,108,514,2
Bakersfield,4/20/14,Bakersfield-Airport (Planz),9.8,110,110.820579,0.24973,0.140926,0.10843,0.0917185,1.2323575,0.25045,0.14235,0.1073,0.0921,0.2012,0.08785,0.04995,0.03345,0.0492,0.0545,0.0574,0.0587,1.2481465,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6554655,0.6058075,0.6065705,0.620983,0.613045,0.509699,0.4508935,0.4146395,0.8502115,0.766451,0.7464805,0.740506,-999,0.073,0.288,0.721,1.526,0.03,0.1285,0.139,0.4235,0.043,1.642,2.214,0.793,56.6768865,35.331506,-119.000008,108,514,2
Bakersfield,5/11/14,Bakersfield-Airport (Planz),9,131,131.990162,0.098511,0.070081,0.068461,0.063224,0.561492,0.0989,0.0755,0.0683,0.0651,0.0509,0.024,0.0145,0.0103,0.048,0.0516,0.0538,0.0549,0.552625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.818458,0.763064,0.752586,0.744337,0.672056,0.588789,0.527986,0.485829,1.041425,0.860634,0.822225,0.797896,-999,0.068,1.095,2.504,1.044,0.006,0.15,0.168,0.481,0.063,2.452,3.177,0.683,54.100287,35.331506,-119.000008,108,514,2
Bakersfield,5/20/14,Bakersfield-Airport (Planz),7.6,140,140.014132,0.113056,0.085149,0.080344,0.074039,0.518244,0.113,0.0888,0.0802,0.0764,0.0581,0.0284,0.0171,0.0122,0.0548,0.0603,0.0631,0.0642,0.509622,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.822917,0.776122,0.761542,0.758889,0.725002,0.650442,0.583633,0.533394,0.9703,0.846178,0.814983,0.804802,-999,0.07,0.961,2.055,1.073,0.007,0.175,0.196,0.473,0.062,2.046,2.711,0.731,60.158567,35.331506,-119.000008,108,514,2
Bakersfield,4/24/16,Bakersfield-Airport (Planz),8,115,115.055683,0.10174,0.070483,0.062766,0.060381,0.725337,0.1026,0.071,0.0635,0.0604,0.0604,0.0245,0.0146,0.0108,0.0423,0.0466,0.0489,0.0497,0.721382,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.68618,0.701705,0.71675,0.742633,0.571136,0.517249,0.494819,0.479735,0.87605,0.806902,0.78666,0.799822,-999,0.057,0.461,1.59,1.446,0.011,0.104,0.118,0.533,0.047,2.083,2.882,0.777,75.637979,35.331506,-119.000008,108,514,2
Bakersfield,5/3/16,Bakersfield-Airport (Planz),6.9,124,124.598669,0.10883,0.068161,0.05677,0.052793,0.970805,0.1095,0.0685,0.0572,0.053,0.0771,0.0333,0.0196,0.0142,0.0325,0.0353,0.0376,0.0388,0.969228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.687208,0.666852,0.668212,0.67544,0.625913,0.557876,0.500799,0.461487,0.867638,0.787003,0.766805,0.760964,-999,0.044,0.615,1.719,1.327,0.008,0.142,0.158,0.468,0.036,2.024,2.833,0.8,74.964401,35.331506,-119.000008,108,514,2
Bakersfield,5/9/16,Bakersfield-Airport (Planz),9.3,130,130.989907,0.213483,0.097902,0.067256,0.06189,1.710632,0.2147,0.1009,0.0689,0.0569,0.189,0.0734,0.0406,0.0282,0.0256,0.0275,0.0283,0.0287,1.680367,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.663392,0.554849,0.540089,0.551501,0.62913,0.446788,0.343436,0.286064,0.968007,0.871568,0.834498,0.813252,-999,0.088,0.211,0.568,1.748,0.049,0.121,0.127,0.329,0.039,2.696,3.614,0.712,54.213427,35.331506,-119.000008,108,514,2
Bakersfield,5/12/16,Bakersfield-Airport (Planz),14,133,133.7107925,0.20435025,0.11821025,0.09363575,0.08737575,1.16092425,0.205425,0.120275,0.095125,0.08535,0.150775,0.061175,0.033275,0.022525,0.05465,0.0591,0.0618,0.06285,1.143682,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.68959025,0.66956125,0.68066525,0.6940385,0.6179265,0.53437475,0.47759,0.43960975,0.9391315,0.829783,0.801529,0.79219475,-999,0.09125,0.5905,1.9065,1.36975,0.01625,0.13,0.144,0.46725,0.075,2.552,3.34675,0.683,64.6583265,35.331506,-119.000008,108,514,2
Bakersfield,5/21/16,Bakersfield-Airport (Planz),5.2,142,142.3428705,0.11920925,0.0877675,0.07605175,0.07263175,0.6609915,0.12055,0.0879,0.077,0.07285,0.068575,0.0308,0.016725,0.01165,0.052025,0.0571,0.0603,0.061225,0.66222425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7383585,0.7202325,0.73248125,0.74322975,0.648902,0.58023475,0.53134,0.49350675,0.8691065,0.80379325,0.79211625,0.7915995,-999,0.07525,0.7935,2.11625,1.217,0.0095,0.13875,0.1565,0.50575,0.06575,2.2755,3.07425,0.7375,68.99016425,35.331506,-119.000008,108,514,2
